volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,sphericity,elongation,obj_class,file_name
0.0582,0.2388,-0.4478,-0.2742,0.3853,2.2767,0.9019,-0.5997,1.28,Bus,D00446.obj
-0.1702,-0.146,-0.158,-0.3321,-0.1714,0.7343,0.9019,-0.4358,1.5928,Bus,D00516.obj
-0.164,0.57,-0.5293,-0.2829,2.6156,1.8666,0.9019,-0.7537,1.7047,Bus,D00754.obj
-0.2027,-0.1914,-0.4586,-0.3194,-0.2236,1.2405,0.9019,-0.4088,1.5031,Bus,D00815.obj
0.3687,0.3416,-0.5415,-0.2631,0.109,0.8374,0.9019,-0.5385,0.3862,Car,D00377.obj
0.0599,-0.0959,-0.1758,-0.3523,-0.356,-0.1121,0.9019,-0.3213,0.4529,Car,D00785.obj
-0.2755,-0.3602,-0.4892,-0.2397,-0.468,0.3802,0.9019,-0.2148,1.1052,Car,m1519.obj
-0.1225,-0.2268,-0.3576,-0.3416,-0.3949,0.0072,0.9019,-0.2886,0.7038,Car,m1524.obj
0.3952,0.2999,-0.3001,-0.3305,-0.0086,0.3875,0.9019,-0.5023,0.4391,Car,m1542.obj
0.5101,0.6105,-0.3097,-0.2802,0.4985,1.2175,0.9019,-0.6184,0.5621,Car,m1548.obj
-0.2861,-0.1289,-0.3591,-0.1516,0.0847,0.2716,0.9019,-0.5316,0.6243,Cellphone,D00018.obj
-0.2665,-0.2357,-0.6372,-0.2875,-0.2263,0.5845,0.9019,-0.4073,0.9125,Cellphone,D00079.obj
-0.2477,-0.124,-0.3536,-0.2051,0.018,1.6542,0.9019,-0.5112,0.6943,Cellphone,D00192.obj
-0.8625,-0.8846,-0.7316,-0.2718,-0.7711,0.8043,0.3262,0.5442,2.1538,Cellphone,D00440.obj
-0.653,-0.6903,-0.9183,-0.335,-0.6497,0.7391,0.8087,0.093,1.0221,Cellphone,D00542.obj
-0.4352,-0.3739,-0.6381,-0.0822,-0.2757,1.7326,0.9019,-0.378,0.9275,Cellphone,D00848.obj
0.408,0.0969,0.1292,-0.3893,-0.361,-0.7058,0.6295,-0.3173,-0.7572,Chess,D01099.obj
-0.4211,-0.5756,-0.5177,-0.3538,-0.6821,-0.6376,0.0674,0.1823,-0.4088,Chess,D01112.obj
-0.2727,-0.4287,-0.2902,-0.3272,-0.585,-0.2742,0.5759,-0.0456,0.1238,Chess,m1604.obj
0.609,0.2888,-0.0363,-0.4008,-0.2408,-0.6912,0.9019,-0.3991,-0.8188,Chess,m1610.obj
-0.3339,-0.5077,-0.4848,-0.3631,-0.6524,-0.4255,0.3138,0.1,0.3071,Chess,m1613.obj
-0.38,-0.3473,3.2277,5.6269,-0.3041,2.514,-0.5926,-0.3594,-0.7895,City,D01039.obj
-0.6152,-0.6769,0.8492,0.2905,-0.6674,-0.4394,-0.6867,0.1398,-0.0438,City,D01103.obj
-0.8283,-0.2327,0.0333,4.8112,2.8973,2.9875,-0.3132,-0.7607,0.7117,City,D01173.obj
0.0619,0.1614,1.2583,-0.3401,0.1746,0.0573,0.9019,-0.5556,-0.4441,City,D01181.obj
0.0925,0.0437,1.7485,-0.2625,-0.1353,-0.482,0.5303,-0.4527,-0.6042,City,D01192.obj
-0.6246,-0.6914,0.8492,0.3675,-0.6829,-0.6381,-0.7185,0.1847,-0.8183,City,m1652.obj
0.812,0.6598,0.7941,-0.3907,0.1824,-0.4506,0.9019,-0.5575,-0.5911,ClassicPiano,D00009.obj
2.675,2.4931,2.2056,-0.3965,1.4637,-0.5661,0.9019,-0.7086,-0.8612,ClassicPiano,D00092.obj
1.6062,1.5027,2.4474,-0.3879,0.8485,-0.6251,0.9019,-0.6618,-0.7619,ClassicPiano,D00190.obj
1.2076,1.4222,-0.5206,-0.3182,1.2814,-0.0806,0.9019,-0.6973,-0.6101,ClassicPiano,D00561.obj
1.0751,2.0023,1.4457,-0.3819,3.5774,-0.4677,0.9019,-0.774,-0.7107,ClassicPiano,D00605.obj
1.7844,1.1957,1.8153,-0.406,0.1471,-0.7905,0.9019,-0.5486,-0.7918,ClassicPiano,D00811.obj
2.2812,1.928,1.2397,-0.4067,0.862,-0.0455,0.9019,-0.6632,-0.8834,Computer,D01100.obj
0.709,0.9628,0.2095,-0.3863,1.0352,-0.0517,0.9019,-0.679,-0.8234,Computer,D01164.obj
0.7343,0.6538,0.7074,-0.3971,0.2647,-0.494,0.7996,-0.5762,-0.7482,Computer,m1773.obj
3.6277,3.4008,3.9819,-0.4178,2.0617,-0.0032,0.9019,-0.7362,-0.8348,Computer,m1774.obj
-0.294,0.1798,0.4115,1.3078,1.2658,3.8797,0.9019,-0.6963,0.2098,ComputerKeyboard,D00676.obj
-0.5671,-0.5348,0.0103,2.3868,-0.4404,3.7778,0.9019,-0.2448,1.2182,ComputerKeyboard,D00990.obj
1.4737,1.4846,2.3314,-0.4201,0.9923,-0.8442,0.2082,-0.6753,-0.9156,Cup,D00214.obj
-0.5015,-0.564,-0.3398,-0.3031,-0.5884,0.1079,-0.0174,-0.0394,0.9577,Cup,D00355.obj
0.4267,0.0826,0.3599,-0.3992,-0.3953,-0.5898,0.673,-0.2882,-0.5919,Cup,D00638.obj
-0.3209,-0.4934,-0.5497,-0.3181,-0.642,0.4824,0.9019,0.074,0.8292,Cup,D00642.obj
0.8092,0.4145,0.609,-0.401,-0.2168,-0.3329,0.9019,-0.4125,-0.5228,Cup,D00882.obj
1.3458,0.8891,1.7026,-0.4123,0.0481,-0.4846,0.9019,-0.5208,-0.8455,Cup,m501.obj
0.3331,0.0205,-0.7737,-0.41,-0.4122,-0.5979,0.4699,-0.2727,-0.2667,Cup,m526.obj
-1.1167,-1.0554,-0.7414,0.1939,-0.7379,-0.8224,-2.2465,0.3828,0.9796,DeskLamp,D00330.obj
-1.094,-1.0864,-0.5328,0.0338,-0.8786,-0.7598,-1.8118,1.5677,0.8416,DeskLamp,D00531.obj
-0.8136,-0.835,-0.4749,-0.2836,-0.7347,-0.5579,-1.2325,0.3692,0.6666,DeskLamp,D00693.obj
0.1565,-0.121,-0.6735,-0.3912,-0.4782,-0.8499,-0.1124,-0.2029,-0.8862,DeskLamp,m603.obj
1.0036,0.6022,3.2901,-0.3838,-0.0981,-0.8404,0.0416,-0.4686,-0.4252,DeskLamp,m608.obj
-0.9257,-0.9842,2.542,0.0474,-0.8765,-1.1386,-2.2388,1.5326,-0.0397,DeskLamp,m613.obj
-0.1214,-0.0155,0.6968,-0.1043,0.0601,0.9243,0.9019,-0.5244,-0.3112,DeskPhone,D00154.obj
1.5176,1.4824,1.2367,-0.3575,0.9252,0.4509,0.9019,-0.6693,-0.6298,DeskPhone,D00556.obj
1.0037,0.8183,1.5383,-0.3665,0.2578,-0.1338,0.9019,-0.5747,-0.7737,DeskPhone,D00894.obj
-0.3612,-0.2812,-0.7242,-0.2219,-0.1763,0.3194,0.9019,-0.4334,0.0382,DeskPhone,D00897.obj
1.36,1.5397,0.5777,-0.3036,1.3024,0.8201,0.9019,-0.6987,-0.7245,DeskPhone,D00958.obj
-0.3061,-0.0351,0.4423,0.5447,0.4344,2.1974,0.9019,-0.6082,0.2284,Door,D01058.obj
-0.3566,0.3014,0.604,2.551,2.2853,2.6884,0.9019,-0.744,0.3288,Door,D01141.obj
-0.3558,0.3013,0.604,2.5381,2.2791,2.6082,0.9019,-0.7438,0.3099,Door,m1716.obj
-0.2822,-0.0222,0.7965,0.5422,0.4097,2.151,0.9019,-0.604,0.1705,Door,m1717.obj
0.0799,0.3933,3.3841,2.114,0.7993,3.4015,0.6065,-0.6567,-0.7623,Door,m1723.obj
0.6079,0.798,-0.2944,-0.3989,0.7936,0.111,0.9019,-0.6561,0.3272,Drum,D00026.obj
3.155,3.1624,2.3087,-0.422,2.205,-0.3977,0.9019,-0.7413,-0.9209,Drum,D00063.obj
0.4329,0.2959,-0.7213,-0.4123,-0.0596,-0.3478,0.6962,-0.4839,-0.7776,Drum,D00115.obj
2.4583,2.1762,0.4394,-0.4057,1.1163,0.0022,0.9019,-0.6855,-0.9212,Drum,D00551.obj
2.1915,1.8838,1.5836,-0.4016,0.8795,-0.2094,0.9019,-0.6649,-0.423,Drum,D00596.obj
0.7241,0.6657,-0.141,-0.3941,0.3021,-0.2273,0.8926,-0.5839,-0.9225,Drum,D00709.obj
-0.841,-0.8237,-0.7522,-0.2033,-0.6733,-0.7931,-0.6567,0.1564,-0.0426,Fish,D00022.obj
-0.896,-0.8844,-0.714,-0.2041,-0.726,-0.5862,-0.8062,0.3338,1.1544,Fish,D00030.obj
-0.7329,-0.6964,-0.6786,-0.2751,-0.5502,-0.8837,-0.9871,-0.1047,-0.3972,Fish,D00142.obj
-0.8444,-0.8455,-0.6792,-0.2116,-0.7161,-0.6606,-0.7872,0.2959,0.0838,Fish,D00165.obj
-0.7086,-0.6436,-0.6514,-0.1928,-0.461,-0.7403,-0.6951,-0.2227,-0.3152,Fish,D00351.obj
-0.8506,-0.8515,-0.7657,-0.2079,-0.7202,-0.6685,-0.7258,0.3112,0.1049,Fish,D00748.obj
-0.7952,-0.8136,-0.6425,-0.3373,-0.7156,-1.0518,-1.4988,0.294,-0.5901,Fish,D00950.obj
0.0768,0.106,-0.4689,-0.3816,0.0189,-0.7587,0.3164,-0.5115,-0.8459,FloorLamp,D00400.obj
-0.2166,-0.3355,0.1073,-0.4052,-0.4864,-0.7475,-0.215,-0.193,-0.6034,FloorLamp,D00495.obj
-0.963,-1.0193,-0.383,-0.3927,-0.8979,-1.3484,-2.6747,1.9344,-0.9098,FloorLamp,D00563.obj
0.3159,0.229,-0.5843,-0.3988,-0.0493,-0.5491,0.9019,-0.4878,-0.6243,FloorLamp,D00888.obj
-1.0808,-0.9281,-0.7039,-0.3033,-0.2871,-0.8403,-1.9965,-0.3707,2.067,FloorLamp,D00924.obj
-0.8949,-0.9332,-0.0764,-0.2123,-0.8233,-1.0879,-2.2573,0.9048,-0.7878,Glasses,D00050.obj
-1.0862,-1.1049,-0.7854,0.3388,-0.9235,-1.0941,-2.6045,2.6358,-0.5046,Glasses,D00432.obj
-0.9541,-0.8868,0.883,-0.367,-0.6224,-1.2357,-2.6876,0.029,-0.8023,Glasses,D00475.obj
-0.9916,-1.0266,2.448,-0.2869,-0.885,-1.2581,-2.7517,1.6781,-0.748,Glasses,D00813.obj
-1.0359,-1.0663,-0.5695,-0.2891,-0.908,-1.2178,-2.6524,2.1744,-0.9123,Glasses,D00877.obj
-1.1461,-1.1505,-0.7511,-0.0478,-0.9407,-1.2049,-2.8321,3.344,-0.8955,Glasses,D00883.obj
-0.9789,-0.952,-0.5654,-0.2073,-0.7502,-1.0577,-2.3125,0.4383,-0.8411,Glasses,D00937.obj
-0.8912,-0.7613,-0.7375,0.6389,-0.3751,1.3528,-0.0185,-0.3057,0.9074,Guitar,D00023.obj
-0.873,-0.7664,-0.7623,0.4561,-0.4471,0.4862,0.0489,-0.2378,0.4575,Guitar,D00416.obj
-0.7778,-0.6118,-0.7591,0.0646,-0.1866,1.3652,0.9019,-0.4283,0.6835,Guitar,D00534.obj
-1.0186,-0.8832,-0.7374,3.0697,-0.3947,1.5193,-0.3052,-0.2887,2.1288,Guitar,D00549.obj
-0.7122,-0.6853,-0.7711,0.1299,-0.558,0.4054,0.7048,-0.0922,0.4172,Gun,D00282.obj
-0.5493,-0.2917,-0.6873,0.0801,0.2653,1.2348,0.9019,-0.5763,-0.5456,Gun,D00425.obj
-0.4277,-0.2204,-0.6795,-0.1974,0.1487,0.8411,0.9019,-0.549,-0.7423,Gun,D00819.obj
-0.9668,-0.7931,-0.523,0.4569,-0.2078,1.4792,0.1812,-0.4173,1.2595,Gun,m668.obj
-1.1105,-1.0868,-0.6973,3.2827,-0.8521,1.2594,-0.7367,1.1975,1.2529,Gun,m671.obj
-1.0852,-1.098,-0.3876,0.8612,-0.9127,0.0361,-0.9403,2.3012,1.3299,Gun,m675.obj
-0.6551,-0.6918,-0.6244,-0.1514,-0.6501,0.4378,0.8123,0.0942,0.3427,Gun,m685.obj
-0.0328,-0.2468,-0.3015,-0.3428,-0.5115,-0.2667,0.9019,-0.1609,-0.1346,Hand,D01060.obj
0.3671,0.0601,-0.4525,-0.3652,-0.3821,-0.3005,0.9019,-0.2998,-0.8891,Hand,D01193.obj
-0.9177,-0.9753,-0.7245,0.0204,-0.8698,0.3206,-0.2329,1.431,2.1962,Hand,D01198.obj
0.3638,0.0591,-0.4526,-0.3657,-0.3809,-0.3629,0.9019,-0.3008,-0.8987,Hand,m327.obj
0.0898,-0.1685,-0.3497,-0.3512,-0.4947,0.0988,0.9019,-0.1827,-0.0429,Hand,m330.obj
1.2706,0.7149,0.1592,-0.4133,-0.1397,-0.7714,0.9019,-0.4507,-0.8229,Hand,m332.obj
-0.383,-0.5368,-0.6033,-0.3166,-0.6559,-0.4754,0.073,0.1089,-0.41,Hand,m336.obj
1.3577,1.2827,-0.778,-0.42,0.7266,-0.4314,0.9019,-0.6487,-0.8664,Hat,m1628.obj
0.5615,0.4164,-0.6513,-0.3875,0.017,-0.6133,0.9019,-0.5109,-0.7794,Hat,m1631.obj
0.2573,0.0995,1.3764,-0.4069,-0.2211,-0.8272,-0.0858,-0.4101,-0.8948,Hat,m1633.obj
1.8529,1.2195,-0.1881,-0.4099,0.1291,-0.5367,0.9019,-0.5439,-0.6752,Hat,m1635.obj
1.9154,1.2081,0.9291,-0.4087,0.0695,-0.6687,0.9019,-0.5272,-0.9201,Hat,m1636.obj
1.1114,0.6053,-0.7835,-0.4043,-0.1751,-0.3886,0.9019,-0.434,-0.6398,Hat,m1638.obj
1.3283,0.9296,0.16,-0.4177,0.1245,-0.6899,0.9019,-0.5427,-0.8936,Hat,m1639.obj
-0.9566,-0.9643,-0.5294,-0.3042,-0.8109,-1.1217,-2.1321,0.8031,-0.8197,Helicopter,D00470.obj
-0.8806,-0.8671,-0.7406,-0.361,-0.7105,-0.9183,-1.5962,0.2756,-0.3834,Helicopter,D00498.obj
-0.8721,-0.8552,-0.7631,-0.3542,-0.6969,-0.9782,-1.8217,0.2289,-0.8795,Helicopter,D00500.obj
-0.9969,-1.0082,-0.5684,-0.3682,-0.847,-1.1469,-2.2468,1.1381,-0.8781,Helicopter,D00658.obj
0.2943,0.3101,-0.5203,-0.4141,0.1471,-0.7231,0.4731,-0.5486,-0.8396,Helicopter,m1329.obj
-0.8719,-0.9094,-0.1533,-0.3839,-0.8058,-0.981,-1.8362,0.7647,-0.9096,Helicopter,m1336.obj
2.1565,2.3902,-0.4058,-0.417,2.0063,-0.0731,0.9019,-0.7341,-0.8122,House,D00325.obj
0.1058,0.2726,0.1061,-0.3241,0.3803,-0.1444,0.5933,-0.5988,0.1022,House,D00941.obj
-0.0141,0.3609,0.7156,-0.3964,0.9577,-0.5587,0.9019,-0.6723,-0.4466,House,m435.obj
1.0659,1.3271,1.6862,-0.3862,1.3032,-0.0925,0.9019,-0.6988,-0.4134,House,m440.obj
1.6152,1.5519,0.4357,-0.384,0.9371,0.8529,0.9019,-0.6704,-0.499,House,m447.obj
2.625,2.0373,-0.3337,-0.4173,0.711,-0.116,0.9019,-0.6469,-0.8856,HumanHead,D00013.obj
0.9981,0.5299,0.4823,-0.4136,-0.1965,-0.6963,0.4601,-0.4232,-0.913,HumanHead,D00072.obj
1.0704,0.5717,-0.6295,-0.4198,-0.1913,-0.7496,0.69,-0.4259,-0.8418,HumanHead,D00629.obj
2.0796,1.4784,1.2426,-0.4162,0.3237,-0.5717,0.9019,-0.5882,-0.6519,HumanHead,D00910.obj
1.3497,0.7677,1.8904,-0.412,-0.1242,-0.8825,0.2508,-0.4576,-0.7301,HumanHead,m359.obj
1.191,0.6448,0.5546,-0.4139,-0.1777,-0.7137,0.9019,-0.4327,-0.8261,HumanHead,m363.obj
0.827,0.3654,-0.6196,-0.4151,-0.2972,-0.7577,0.7468,-0.3641,-0.7477,HumanHead,m365.obj
-0.7508,-0.7681,-0.7471,0.1023,-0.6812,1.3272,0.9019,0.1796,1.7874,Humanoid,m134.obj
-0.6148,-0.5653,-0.7494,-0.2318,-0.4337,0.3296,0.6399,-0.2517,0.7215,Humanoid,m217.obj
-0.468,-0.5497,-0.4701,-0.2376,-0.5987,-0.9707,-0.9301,-0.0198,-0.7573,Humanoid,m241.obj
-0.3748,-0.5245,-0.7202,-0.2763,-0.6442,-0.4391,-0.5434,0.0796,-0.9221,Humanoid,m252.obj
-0.9834,-0.9594,-0.7007,-0.2197,-0.7606,-0.4485,-0.942,0.4887,-0.4924,Humanoid,m253.obj
-0.4864,-0.4662,-0.734,0.1911,-0.4097,-0.4204,-0.3123,-0.2751,-0.8866,Humanoid,m255.obj
-0.5689,-0.6236,-0.4605,-0.3509,-0.6219,-0.8883,-1.1158,0.028,-0.8741,Humanoid,m266.obj
-0.3215,-0.1951,-0.7587,-0.4073,-0.026,-1.1196,-1.1066,-0.4963,-0.8887,Insect,D00109.obj
-0.2935,-0.2956,-0.5419,-0.3991,-0.3184,-0.9589,-1.0776,-0.3495,-0.5957,Insect,D00117.obj
-0.5231,-0.5939,-0.3138,-0.3538,-0.6184,-0.8566,-1.1157,0.0204,-0.3524,Insect,D00672.obj
-0.7639,-0.746,-0.4809,-0.3869,-0.6161,-1.2447,-1.9638,0.0156,-0.8461,Insect,D00732.obj
-0.3872,-0.3286,-0.1236,-0.4046,-0.2479,-0.7621,-0.5461,-0.3949,-0.3696,Insect,D00753.obj
-0.2466,-0.3452,-0.3205,-0.3775,-0.4724,-0.9804,-1.072,-0.2098,-0.7813,Insect,m24.obj
-0.6294,-0.6566,-0.4351,-0.3161,-0.6133,-0.8675,-1.3719,0.0097,-0.8855,Jet,m1159.obj
-1.0355,-1.0617,-0.5954,-0.0204,-0.9008,-0.5206,-1.2665,1.9987,0.7333,Jet,m1185.obj
-0.9756,-0.9991,-0.6854,-0.2588,-0.8543,-0.9587,-1.334,1.2233,-0.192,Jet,m1190.obj
-0.873,-0.8677,-0.7304,-0.1458,-0.7232,-0.8166,-1.3059,0.3228,-0.7632,Jet,m1216.obj
-0.8503,-0.7519,-0.7481,0.3218,-0.4599,-0.9182,-1.2379,-0.2239,-0.5732,Jet,m1266.obj
-0.8964,-0.9089,-0.6735,-0.1636,-0.7768,-0.92,-1.2361,0.5764,-0.0887,Jet,m1275.obj
-0.8289,-0.7515,-0.7661,0.0079,-0.5098,-0.7458,-1.2579,-0.1632,-0.9131,Jet,m1292.obj
-0.9895,-0.9876,-0.6953,0.6384,-0.8149,0.7467,-0.0964,0.8349,2.5272,Knife,D01025.obj
-1.0745,-1.0711,0.498,7.2851,-0.8736,2.2837,-1.2136,1.4878,1.1856,Knife,D01187.obj
-1.1665,-1.1198,-0.766,0.2419,-0.8164,-0.4666,-1.7265,0.8469,1.3775,Knife,m723.obj
-0.9754,-0.964,-0.5812,4.1317,-0.7841,3.273,-0.0558,0.6195,1.3489,Knife,m726.obj
-0.8159,-0.8017,-0.2651,3.1489,-0.6621,1.8,0.0661,0.1254,-0.0939,Knife,m727.obj
-0.4269,-0.1985,-0.4044,-0.3536,0.2199,0.1812,0.9019,-0.5663,0.3075,MilitaryVehicle,D00017.obj
0.2055,0.465,-0.3992,-0.3541,0.711,0.462,0.9019,-0.6469,0.0477,MilitaryVehicle,D00334.obj
0.3829,0.5945,-0.6471,-0.3709,0.6941,0.1587,0.9019,-0.6448,-0.5849,MilitaryVehicle,D00529.obj
0.5172,0.7668,-0.7102,-0.3547,0.8919,0.6352,0.9019,-0.6661,0.4255,MilitaryVehicle,D00611.obj
0.4398,0.5261,0.3768,-0.3503,0.4142,0.4801,0.9019,-0.6048,-0.5337,MilitaryVehicle,D00799.obj
-0.0063,0.2298,-0.6827,-0.3586,0.5024,0.7917,0.9019,-0.619,1.0685,MilitaryVehicle,D00933.obj
0.397,0.5092,-0.2983,-0.3496,0.4461,-0.2744,0.9019,-0.6101,-0.8504,Monitor,D00141.obj
0.9865,1.053,2.4205,-0.2731,0.7633,-0.3227,0.9019,-0.6528,-0.8483,Monitor,D00339.obj
0.5773,1.2208,-0.4217,-0.3359,2.2444,-0.4647,0.9019,-0.7426,-0.8111,Monitor,D00915.obj
2.7796,2.905,1.1473,-0.3958,2.1972,0.9749,0.9019,-0.741,-0.5831,Monitor,D00919.obj
-0.1039,0.1737,0.6097,-0.0549,0.5722,0.2233,0.7463,-0.6291,-0.235,Monitor,D00920.obj
-0.8557,-0.8447,-0.7548,-0.2655,-0.6982,-0.7794,-1.6423,0.2332,-0.9121,Monoplane,D00011.obj
-0.5354,-0.5663,-0.6999,-0.2054,-0.5529,-0.6412,-0.9249,-0.1004,-0.9163,Monoplane,D00098.obj
-0.7859,-0.7839,-0.6301,-0.1115,-0.6669,-0.9256,-0.8391,0.1385,-0.1812,Monoplane,D00262.obj
-0.795,-0.4899,-0.7602,-0.122,0.4513,-0.621,-0.8804,-0.6109,-0.9125,Monoplane,D00482.obj
