,file_name,obj_class,vertices,faces,face_type,bounding_box,has_holes,outlier_low,outlier_high,file_path
31,D00859.obj,Apartment,1327,2163,Triangles,"{'min_bound': [-0.824176013469696, -0.6924729943275452, -0.331279993057251], 'max_bound': [1.0737899541854858, 0.6110249757766724, 0.2118459939956665]}",False,False,False,original_shapes\Apartment\D00859.obj
32,D00860.obj,Apartment,15670,25206,Triangles,"{'min_bound': [-0.7649229764938354, -0.7600340247154236, -0.4747529923915863], 'max_bound': [0.9270370006561279, 0.3999130129814148, 0.4511750042438507]}",False,False,False,original_shapes\Apartment\D00860.obj
33,D00869.obj,Apartment,4847,9069,Triangles,"{'min_bound': [-0.984512984752655, -0.5217649936676025, -0.3806459903717041], 'max_bound': [0.6883829832077026, 0.6449620127677917, 0.5517849922180176]}",False,False,False,original_shapes\Apartment\D00869.obj
34,D00921.obj,Apartment,6689,7983,Triangles,"{'min_bound': [-0.8507050275802612, -0.48742300271987915, -0.5584669709205627], 'max_bound': [0.8226010203361511, 0.5457479953765869, 0.5549780130386353]}",False,False,False,original_shapes\Apartment\D00921.obj
35,D00953.obj,Apartment,4156,7140,Triangles,"{'min_bound': [-0.9492009878158569, -0.8267989754676819, -0.4448870122432709], 'max_bound': [0.6653209924697876, 0.8960790038108826, 0.5187100172042847]}",False,False,False,original_shapes\Apartment\D00953.obj
36,m463.obj,Apartment,2022,3672,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7850289940834045, 0.9750000238418579, 0.5747650265693665]}",False,False,False,original_shapes\Apartment\m463.obj
37,m464.obj,Apartment,8301,12810,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.34744900465011597, 0.9750000238418579, 0.29630500078201294]}",False,False,False,original_shapes\Apartment\m464.obj
38,m465.obj,Apartment,2335,4363,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.21702000498771667, 0.9750000238418579, 0.2515229880809784]}",False,False,False,original_shapes\Apartment\m465.obj
39,m53.obj,AquaticAnimal,18409,34877,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.1633709967136383, 0.3487609922885895, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m53.obj
40,m54.obj,AquaticAnimal,18143,33836,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.2548989951610565, 0.37114301323890686, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m54.obj
41,m55.obj,AquaticAnimal,19505,37072,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.18151000142097473, 0.38014599680900574, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m55.obj
42,m56.obj,AquaticAnimal,5814,10893,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.168955996632576, 0.3674519956111908, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m56.obj
43,m57.obj,AquaticAnimal,18878,36278,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.14396299421787262, 0.3894430100917816, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m57.obj
44,m58.obj,AquaticAnimal,477,950,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.5370489954948425, 0.5002110004425049, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m58.obj
45,m59.obj,AquaticAnimal,44,1680,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.22499999403953552, 0.22499999403953552, 0.9750000238418579]}",False,True,False,original_shapes\AquaticAnimal\m59.obj
46,m60.obj,AquaticAnimal,1606,3208,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.3486739993095398, 0.40767499804496765, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m60.obj
47,m61.obj,AquaticAnimal,216,337,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.1874299943447113, 0.4433960020542145, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m61.obj
48,m62.obj,AquaticAnimal,241,478,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.1312759965658188, 0.7491779923439026, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m62.obj
49,m63.obj,AquaticAnimal,1112,1792,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.7245410084724426, 0.7772380113601685]}",False,False,False,original_shapes\AquaticAnimal\m63.obj
50,m64.obj,AquaticAnimal,247,444,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.5450869798660278, 0.17890000343322754]}",False,False,False,original_shapes\AquaticAnimal\m64.obj
51,m65.obj,AquaticAnimal,1004,1930,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.39981600642204285, 0.6045950055122375, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m65.obj
52,m66.obj,AquaticAnimal,4117,8196,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.44570499658584595, 0.5475530028343201, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m66.obj
53,m67.obj,AquaticAnimal,14000,27996,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.24969999492168427, 0.3889879882335663]}",False,False,False,original_shapes\AquaticAnimal\m67.obj
54,m68.obj,AquaticAnimal,553,1098,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.27851900458335876, 0.1874299943447113]}",False,False,False,original_shapes\AquaticAnimal\m68.obj
55,m69.obj,AquaticAnimal,317,560,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.3573249876499176, 0.26477599143981934, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m69.obj
56,m70.obj,AquaticAnimal,320,560,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.4544149935245514, 0.266075998544693, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m70.obj
57,m71.obj,AquaticAnimal,420,836,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.3259899914264679, 0.3715350031852722, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m71.obj
58,m72.obj,AquaticAnimal,331,590,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.45620301365852356, 0.26282799243927, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m72.obj
59,m73.obj,AquaticAnimal,285,564,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.6108649969100952, 0.3761810064315796]}",False,False,False,original_shapes\AquaticAnimal\m73.obj
60,m74.obj,AquaticAnimal,162,336,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.35445499420166016, 0.3215959966182709, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m74.obj
61,m75.obj,AquaticAnimal,298,512,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.5383840203285217, 0.2993110120296478, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m75.obj
62,m76.obj,AquaticAnimal,1583,3164,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.3959299921989441, 0.3531399965286255, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m76.obj
63,m77.obj,AquaticAnimal,11578,23022,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.40799400210380554, 0.6112030148506165]}",False,False,False,original_shapes\AquaticAnimal\m77.obj
64,m78.obj,AquaticAnimal,468,734,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.5166500210762024, 0.428180992603302]}",False,False,False,original_shapes\AquaticAnimal\m78.obj
65,m79.obj,AquaticAnimal,166,226,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.25617098808288574, 0.3009580075740814]}",False,False,False,original_shapes\AquaticAnimal\m79.obj
66,m80.obj,AquaticAnimal,1104,2104,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.30888301134109497, 0.41600099205970764]}",False,False,False,original_shapes\AquaticAnimal\m80.obj
67,m81.obj,AquaticAnimal,857,1673,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.41449999809265137, 0.29100000858306885, 0.9750000238418579]}",False,False,False,original_shapes\AquaticAnimal\m81.obj
68,D00031.obj,Bed,1867,3590,Triangles,"{'min_bound': [-0.6696659922599792, -0.7084630131721497, -0.2675029933452606], 'max_bound': [0.9304260015487671, 0.7265340089797974, 0.31219300627708435]}",False,False,False,original_shapes\Bed\D00031.obj
69,D00110.obj,Bed,1926,3644,Triangles,"{'min_bound': [-0.8888999819755554, -0.7184839844703674, -0.22001400589942932], 'max_bound': [0.7522299885749817, 0.5245620012283325, 0.3397049903869629]}",False,False,False,original_shapes\Bed\D00110.obj
70,D00121.obj,Bed,12384,24612,Triangles,"{'min_bound': [-0.9122830033302307, -0.5996689796447754, -0.4820210039615631], 'max_bound': [0.7857900261878967, 0.8585039973258972, 0.46320900321006775]}",False,False,False,original_shapes\Bed\D00121.obj
71,D00184.obj,Bed,7218,14204,Triangles,"{'min_bound': [-0.9376839995384216, -0.8913289904594421, -0.46636098623275757], 'max_bound': [0.7500020265579224, 0.6646019816398621, 0.34194299578666687]}",False,False,False,original_shapes\Bed\D00184.obj
72,D00210.obj,Bed,17296,34247,Triangles,"{'min_bound': [-0.6678869724273682, -0.5326880216598511, -0.4125550091266632], 'max_bound': [0.8169400095939636, 0.8667309880256653, 0.5463719964027405]}",False,False,False,original_shapes\Bed\D00210.obj
73,D00213.obj,Bed,2277,4536,Triangles,"{'min_bound': [-0.9550790190696716, -0.36531901359558105, -0.3755989968776703], 'max_bound': [0.747501015663147, 0.5044400095939636, 0.27562499046325684]}",False,False,False,original_shapes\Bed\D00213.obj
74,D00217.obj,Bed,3238,6272,Triangles,"{'min_bound': [-0.8426010012626648, -0.5450900197029114, -0.30379998683929443], 'max_bound': [0.8815919756889343, 0.41161900758743286, 0.4225490093231201]}",False,False,False,original_shapes\Bed\D00217.obj
75,D00307.obj,Bed,2644,5259,Triangles,"{'min_bound': [-0.8202160000801086, -0.8339380025863647, -0.21380800008773804], 'max_bound': [0.9916989803314209, 0.8721060156822205, 0.39263400435447693]}",False,False,False,original_shapes\Bed\D00307.obj
76,D00322.obj,Bed,7442,14796,Triangles,"{'min_bound': [-0.9431399703025818, -0.41553598642349243, -0.5209550261497498], 'max_bound': [0.8640009760856628, 0.599245011806488, 0.5206019878387451]}",False,False,False,original_shapes\Bed\D00322.obj
77,D00417.obj,Bed,12236,24736,Triangles,"{'min_bound': [-0.799888014793396, -0.5094069838523865, -0.3747580051422119], 'max_bound': [0.7960460186004639, 0.6680830121040344, 0.3023020029067993]}",False,False,False,original_shapes\Bed\D00417.obj
78,D00538.obj,Bed,7136,13868,Triangles,"{'min_bound': [-0.8382459878921509, -0.47965800762176514, -0.3257350027561188], 'max_bound': [0.8385999798774719, 0.7026270031929016, 0.4117870032787323]}",False,False,False,original_shapes\Bed\D00538.obj
79,D00545.obj,Bed,415,838,Triangles,"{'min_bound': [-0.8327339887619019, -0.479669988155365, -0.398250013589859], 'max_bound': [0.8767840266227722, 0.7474120259284973, 0.3463340103626251]}",False,False,False,original_shapes\Bed\D00545.obj
80,D00552.obj,Bed,6349,12251,Triangles,"{'min_bound': [-1.056980013847351, -0.7190449833869934, -0.4644559919834137], 'max_bound': [0.4896250069141388, 0.716509997844696, 0.232914999127388]}",False,False,False,original_shapes\Bed\D00552.obj
81,D00565.obj,Bed,826,1628,Triangles,"{'min_bound': [-1.0858800411224365, -0.6056129932403564, -0.37501901388168335], 'max_bound': [0.6029819846153259, 0.7185940146446228, 0.18043099343776703]}",False,False,False,original_shapes\Bed\D00565.obj
82,D00650.obj,Bed,3752,7443,Triangles,"{'min_bound': [-0.8637329936027527, -0.5506049990653992, -0.42155900597572327], 'max_bound': [0.833154022693634, 0.3775320053100586, 0.2820189893245697]}",False,False,False,original_shapes\Bed\D00650.obj
83,D00735.obj,Bed,447,684,Triangles,"{'min_bound': [-0.6449229717254639, -0.6844249963760376, -0.3125939965248108], 'max_bound': [1.1134400367736816, 0.7377700209617615, 0.47614601254463196]}",False,False,False,original_shapes\Bed\D00735.obj
84,D00836.obj,Bed,1563,3154,Triangles,"{'min_bound': [-0.7958639860153198, -0.3653070032596588, -0.3046019971370697], 'max_bound': [0.9190970063209534, 0.5124589800834656, 0.5978530049324036]}",False,False,False,original_shapes\Bed\D00836.obj
85,D00839.obj,Bed,16364,32648,Triangles,"{'min_bound': [-0.8006479740142822, -0.877286970615387, -0.35191699862480164], 'max_bound': [0.864395022392273, 0.5697720050811768, 0.2907710075378418]}",False,False,False,original_shapes\Bed\D00839.obj
86,D00969.obj,Bed,12375,23918,Triangles,"{'min_bound': [-0.9069790244102478, -0.9283040165901184, -0.46686699986457825], 'max_bound': [0.7982079982757568, 0.5693910121917725, 0.3793950080871582]}",False,False,False,original_shapes\Bed\D00969.obj
87,D00988.obj,Bed,344,624,Triangles,"{'min_bound': [-0.8678879737854004, -0.7263259887695312, -0.5176810026168823], 'max_bound': [0.815509021282196, 0.42640700936317444, 0.20892100036144257]}",False,False,False,original_shapes\Bed\D00988.obj
88,m945.obj,Bed,8116,15659,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7400040030479431, 0.8133779764175415, 0.9750000238418579]}",False,False,False,original_shapes\Bed\m945.obj
89,m946.obj,Bed,449,644,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.49414899945259094, 0.49414700269699097, 0.9750000238418579]}",False,False,False,original_shapes\Bed\m946.obj
90,m947.obj,Bed,441,584,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7219939827919006, 0.4454540014266968, 0.9750000238418579]}",False,False,False,original_shapes\Bed\m947.obj
91,m948.obj,Bed,4597,9038,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9750000238418579, 0.8933820128440857, 0.9614080190658569]}",False,False,False,original_shapes\Bed\m948.obj
92,m949.obj,Bed,706,1388,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.9562069773674011, 0.9750000238418579, 0.48995399475097656]}",False,False,False,original_shapes\Bed\m949.obj
93,m950.obj,Bed,437,724,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7693840265274048, 0.8892269730567932, 0.9750000238418579]}",False,False,False,original_shapes\Bed\m950.obj
94,m951.obj,Bed,363,572,Triangles,"{'min_bound': [0.02500000037252903, 0.02500000037252903, 0.02500000037252903], 'max_bound': [0.7979469895362854, 0.5367519855499268, 0.9750000238418579]}",False,False,False,original_shapes\Bed\m951.obj
95,D00016.obj,Bicycle,2769,5049,Triangles,"{'min_bound': [-0.9142990112304688, -0.4406200051307678, -0.2099349945783615], 'max_bound': [0.9599549770355225, 0.8181830048561096, 0.1778469979763031]}",False,False,False,original_shapes\Bicycle\D00016.obj
96,D00033.obj,Bicycle,2192,4448,Triangles,"{'min_bound': [-1.0651999711990356, -0.38930800557136536, -0.28162598609924316], 'max_bound': [0.8787239789962769, 0.7046170234680176, 0.3100149929523468]}",False,False,False,original_shapes\Bicycle\D00033.obj
97,D00040.obj,Bicycle,25426,50650,Triangles,"{'min_bound': [-0.9409700036048889, -0.45816200971603394, -0.3176400065422058], 'max_bound': [0.9638239741325378, 0.74480801820755, 0.3156009912490845]}",False,False,False,original_shapes\Bicycle\D00040.obj
98,D00077.obj,Bicycle,16416,32265,Triangles,"{'min_bound': [-0.8466920256614685, -0.6580640077590942, -0.3637610077857971], 'max_bound': [1.044909954071045, 0.48678499460220337, 0.28897398710250854]}",False,False,False,original_shapes\Bicycle\D00077.obj
99,D00078.obj,Bicycle,22674,44740,Triangles,"{'min_bound': [-1.0169800519943237, -0.5963770151138306, -0.365121990442276], 'max_bound': [0.8698300123214722, 0.7581110000610352, 0.35841798782348633]}",False,False,False,original_shapes\Bicycle\D00078.obj
100,D00462.obj,Bicycle,56754,111471,Triangles,"{'min_bound': [-0.9814320206642151, -0.5939909815788269, -0.2768380045890808], 'max_bound': [0.933426022529602, 0.6111689805984497, 0.23777000606060028]}",False,False,True,original_shapes\Bicycle\D00462.obj
101,D00514.obj,Bicycle,6951,12939,Triangles,"{'min_bound': [-1.0004099607467651, -0.5541309714317322, -0.21842800080776215], 'max_bound': [0.86770099401474, 0.697750985622406, 0.178289994597435]}",False,False,False,original_shapes\Bicycle\D00514.obj
102,D00536.obj,Bicycle,29824,60488,Triangles,"{'min_bound': [-0.8857060074806213, -0.5520340204238892, -0.459881991147995], 'max_bound': [1.0226099491119385, 0.679220974445343, 0.4371289908885956]}",False,False,False,original_shapes\Bicycle\D00536.obj
103,D00555.obj,Bicycle,34292,64544,Triangles,"{'min_bound': [-0.953013002872467, -0.49476000666618347, -0.33326101303100586], 'max_bound': [0.9735890030860901, 0.7578949928283691, 0.3545660078525543]}",False,False,False,original_shapes\Bicycle\D00555.obj
104,D00558.obj,Bicycle,19417,37661,Triangles,"{'min_bound': [-1.0142799615859985, -0.5394150018692017, -0.28349098563194275], 'max_bound': [0.9387840032577515, 0.5845829844474792, 0.23696699738502502]}",False,False,False,original_shapes\Bicycle\D00558.obj
105,D00567.obj,Bicycle,436,916,Triangles,"{'min_bound': [-0.9237989783287048, -0.5037429928779602, -0.28864601254463196], 'max_bound': [0.9910989999771118, 0.6896790266036987, 0.26694801449775696]}",False,False,False,original_shapes\Bicycle\D00567.obj
106,D00621.obj,Bicycle,2769,5049,Triangles,"{'min_bound': [-0.9148039817810059, -0.7206609845161438, -0.212117999792099], 'max_bound': [0.9568690061569214, 0.5497729778289795, 0.17542600631713867]}",False,False,False,original_shapes\Bicycle\D00621.obj
107,D00708.obj,Bicycle,22495,44110,Triangles,"{'min_bound': [-0.9938719868659973, -0.562470018863678, -0.3078869879245758], 'max_bound': [0.9420179724693298, 0.6493909955024719, 0.28076601028442383]}",False,False,False,original_shapes\Bicycle\D00708.obj
