file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,sphericity,elongation,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D1_30,D1_31,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D2_30,D2_31,D2_32,D2_33,D2_34,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D3_30,D3_31,D3_32,D3_33,D3_34,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29,D4_30,D4_31,D4_32,D4_33
m1610.obj,Chess,0.8173,0.4642,0.0165,-0.2446,-0.1326,-0.6271,1.0143,-0.4643,-0.6875,0.03625,0.0765,0.0905,0.08925,0.08475,0.077,0.078,0.07075,0.0705,0.056,0.05275,0.03975,0.04,0.033,0.02225,0.02375,0.02025,0.017,0.00975,0.00575,0.00575,0.0005,0.0,0.0275,0.03925,0.04575,0.0475,0.10675,0.08475,0.10275,0.0845,0.17525,0.152,0.0335,0.03225,0.037,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,0.009,0.018,0.02775,0.03825,0.0475,0.052,0.064,0.0675,0.0545,0.06825,0.06525,0.0705,0.04875,0.05425,0.05225,0.037,0.04,0.0335,0.034,0.0235,0.02025,0.02625,0.02,0.01225,0.01,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.021,0.0535,0.1005,0.14925,0.155,0.14725,0.13725,0.10425,0.0605,0.03375,0.02025,0.01175,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.146,0.246,0.26725,0.18725,0.09275,0.03325,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1608.obj,Chess,1.534,1.079,1.5051,-0.2442,0.1892,-0.7973,0.8279,-0.5918,-0.7597,0.03575,0.07375,0.09025,0.093,0.083,0.07575,0.07525,0.064,0.06725,0.06025,0.056,0.0475,0.03925,0.02875,0.02675,0.02075,0.01875,0.015,0.0135,0.00825,0.005,0.00225,0.0,0.0,0.0335,0.0455,0.05675,0.152,0.06425,0.14375,0.11075,0.1225,0.11,0.04225,0.06975,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00225,0.011,0.022,0.02025,0.0355,0.048,0.052,0.062,0.06575,0.0745,0.07175,0.06375,0.057,0.06525,0.051,0.04025,0.041,0.0435,0.0265,0.029,0.02875,0.03775,0.02775,0.01725,0.005,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00225,0.01925,0.049,0.096,0.15,0.16,0.16025,0.13375,0.102,0.068,0.03725,0.0165,0.005,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02725,0.13075,0.2505,0.26475,0.20325,0.09475,0.0265,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1607.obj,Chess,0.2237,0.0236,-0.2784,-0.2377,-0.2968,-0.4874,0.6296,-0.352,-0.3764,0.0465,0.09925,0.08775,0.09325,0.08475,0.07325,0.05875,0.06025,0.0575,0.05725,0.049,0.0435,0.0365,0.024,0.02675,0.02775,0.019,0.019,0.0135,0.012,0.00675,0.00375,0.0,0.0,0.07425,0.0415,0.03825,0.0795,0.085,0.10675,0.141,0.16075,0.0945,0.04875,0.02775,0.03775,0.0465,0.01775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.01175,0.0205,0.0365,0.03525,0.0515,0.0565,0.06025,0.061,0.061,0.062,0.05725,0.06175,0.055,0.0325,0.031,0.03525,0.03925,0.04775,0.0395,0.0305,0.027,0.02275,0.0155,0.0175,0.0165,0.00925,0.00225,0.00025,0.0,0.0,0.0,0.0,0.0,0.0015,0.02325,0.0705,0.1035,0.13875,0.16125,0.16775,0.1205,0.08875,0.06125,0.0385,0.0195,0.00475,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.16,0.269,0.27125,0.18,0.068,0.0235,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1606.obj,Chess,0.5893,0.2598,0.1837,-0.2402,-0.2472,-0.6564,0.7446,-0.3914,-0.2741,0.03325,0.079,0.08525,0.101,0.088,0.08925,0.07775,0.06525,0.05625,0.05,0.049,0.044,0.03775,0.0305,0.028,0.02425,0.01775,0.01275,0.016,0.0085,0.005,0.0015,0.0,0.00075,0.0245,0.09625,0.10425,0.08,0.08325,0.092,0.10275,0.147,0.1095,0.0485,0.0575,0.03825,0.01425,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.01125,0.02175,0.0255,0.04125,0.051,0.06775,0.072,0.068,0.06875,0.06725,0.064,0.07175,0.0585,0.04625,0.0375,0.0415,0.0335,0.03075,0.0305,0.02625,0.0225,0.01675,0.013,0.0065,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.02625,0.06925,0.117,0.15125,0.1725,0.1525,0.12375,0.08625,0.05325,0.0295,0.01175,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.1825,0.2835,0.2625,0.156,0.066,0.0195,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1609.obj,Chess,0.2159,-0.02,-0.2927,-0.2296,-0.3562,-0.4049,0.8268,-0.2966,0.1306,0.0515,0.108,0.11175,0.081,0.072,0.06025,0.05275,0.05325,0.05325,0.056,0.047,0.04425,0.03825,0.034,0.02325,0.0265,0.02375,0.021,0.01975,0.01275,0.00675,0.003,0.0,0.0,0.07175,0.04,0.06225,0.05375,0.04875,0.06225,0.1275,0.13425,0.1465,0.0835,0.04375,0.042,0.0515,0.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.01025,0.02,0.029,0.04,0.05125,0.06075,0.06425,0.07475,0.0485,0.06325,0.064,0.056,0.044,0.0265,0.03,0.0255,0.033,0.03775,0.0545,0.0265,0.0205,0.01275,0.01675,0.0215,0.024,0.022,0.01625,0.00375,0.0,0.0,0.0,0.0,0.0,0.00075,0.022,0.0555,0.108,0.144,0.16175,0.14675,0.135,0.1105,0.06875,0.02825,0.0135,0.00525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.15425,0.28275,0.289,0.164,0.06475,0.01525,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1598.obj,Chess,-0.3327,-0.4824,-0.4908,-0.2252,-0.5903,-0.5699,0.2756,0.0923,0.413,0.05825,0.12,0.116,0.098,0.074,0.055,0.044,0.0455,0.0465,0.04475,0.0395,0.0325,0.036,0.03025,0.03375,0.02475,0.0275,0.03,0.01925,0.013,0.009,0.0025,0.0,0.042,0.05725,0.0535,0.07375,0.09325,0.14175,0.05575,0.07275,0.17175,0.056,0.04125,0.03,0.03675,0.0235,0.022,0.0195,0.00925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.01675,0.028,0.037,0.0565,0.06425,0.063,0.0625,0.06425,0.06925,0.06625,0.05025,0.041,0.039,0.04525,0.036,0.03525,0.03525,0.028,0.02575,0.0265,0.01875,0.021,0.01825,0.012,0.01075,0.0095,0.00825,0.0045,0.00075,0.0,0.0,0.0,0.0,0.00375,0.033,0.091,0.15075,0.1885,0.1815,0.14875,0.095,0.054,0.0305,0.016,0.0055,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04575,0.23375,0.353,0.231,0.10725,0.0265,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1599.obj,Chess,-0.263,-0.4445,-0.3942,-0.2219,-0.5898,-0.4542,0.3377,0.091,-0.0047,0.06725,0.124,0.112,0.08375,0.05925,0.055,0.0465,0.04775,0.05375,0.0655,0.043,0.031,0.027,0.03075,0.0255,0.02325,0.02475,0.02275,0.0245,0.01825,0.01025,0.00425,0.0,0.03675,0.05175,0.053,0.0615,0.07725,0.111,0.06675,0.08025,0.2105,0.09725,0.036,0.033,0.0245,0.0235,0.01725,0.00875,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.014,0.0245,0.04025,0.05125,0.0665,0.062,0.06125,0.06925,0.06425,0.06275,0.0435,0.03325,0.036,0.0455,0.033,0.04525,0.03725,0.0275,0.02575,0.026,0.02625,0.02725,0.019,0.02125,0.01275,0.007,0.00475,0.007,0.00025,0.0,0.0,0.0,0.0,0.00475,0.0315,0.082,0.1375,0.19175,0.178,0.14325,0.1095,0.064,0.03325,0.0175,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04125,0.224,0.33475,0.2555,0.11275,0.0285,0.00325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1600.obj,Chess,-0.1148,-0.3086,-0.3659,-0.2279,-0.5115,-0.4508,0.4941,-0.0832,0.2957,0.06325,0.0985,0.119,0.08925,0.0675,0.05775,0.05475,0.05325,0.04575,0.0415,0.046,0.03425,0.0375,0.031,0.03425,0.02975,0.02925,0.02475,0.018,0.01425,0.00775,0.00275,0.0,0.02175,0.037,0.04275,0.055,0.15375,0.06,0.05,0.06825,0.08425,0.13425,0.13725,0.045,0.051,0.03,0.02825,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01375,0.0235,0.03975,0.051,0.05625,0.05625,0.06825,0.063,0.053,0.06275,0.05825,0.04475,0.02925,0.036,0.03475,0.03775,0.0365,0.03275,0.0315,0.033,0.02225,0.0205,0.02175,0.02175,0.021,0.01075,0.01,0.0045,0.0015,0.0,0.0,0.0,0.0,0.004,0.02525,0.07125,0.12925,0.161,0.172,0.1535,0.11925,0.07875,0.04475,0.02475,0.012,0.00425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03825,0.186,0.317,0.264,0.14325,0.044,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1601.obj,Chess,0.3751,0.0962,-0.224,-0.2396,-0.3143,-0.5556,0.965,-0.3367,-0.5041,0.03925,0.079,0.097,0.09,0.08025,0.0745,0.06875,0.06325,0.06375,0.054,0.0505,0.0395,0.037,0.0285,0.03075,0.02725,0.0225,0.02025,0.01775,0.00875,0.00525,0.00225,0.0,0.03125,0.04025,0.035,0.04875,0.10275,0.11925,0.082,0.096,0.1695,0.138,0.0495,0.02575,0.02275,0.02725,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01125,0.0185,0.036,0.0425,0.053,0.06225,0.06425,0.05875,0.057,0.05325,0.07075,0.06025,0.05325,0.0425,0.03925,0.044,0.03725,0.03675,0.03075,0.03025,0.0265,0.018,0.0145,0.01325,0.0135,0.00675,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,0.02375,0.0645,0.115,0.14875,0.16675,0.1535,0.126,0.086,0.0535,0.03,0.01875,0.00825,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,0.17,0.27925,0.27725,0.16125,0.067,0.0185,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1602.obj,Chess,-0.3545,-0.4794,-0.5109,-0.2217,-0.568,-0.3847,0.3706,0.0358,0.1751,0.0685,0.12325,0.10975,0.08625,0.064,0.053,0.0495,0.04525,0.0455,0.0475,0.04175,0.035,0.03325,0.0295,0.0295,0.03275,0.02975,0.0225,0.02125,0.015,0.0115,0.00575,0.0,0.02725,0.062,0.051,0.05175,0.09925,0.0815,0.12275,0.129,0.0895,0.10725,0.03575,0.02775,0.057,0.029,0.011,0.01825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.014,0.032,0.04275,0.059,0.061,0.0625,0.06075,0.0555,0.06575,0.067,0.043,0.03825,0.041,0.037,0.0375,0.038,0.0375,0.03525,0.032,0.03025,0.0205,0.01725,0.01775,0.017,0.0135,0.0075,0.00475,0.0035,0.002,0.00025,0.0,0.0,0.0,0.005,0.0385,0.108,0.1555,0.18525,0.184,0.134,0.09025,0.052,0.0295,0.01225,0.0055,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04875,0.25875,0.3405,0.23775,0.08975,0.023,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1596.obj,Chess,0.6191,1.6269,1.0064,0.0018,3.7748,3.0513,1.0143,-0.8419,-0.1641,0.09625,0.09125,0.079,0.0775,0.0755,0.069,0.057,0.05475,0.0555,0.04475,0.04175,0.04,0.03925,0.03225,0.026,0.023,0.0205,0.02325,0.01725,0.01425,0.014,0.008,0.00025,0.00025,0.00225,0.066,0.0615,0.14175,0.088,0.1355,0.182,0.1655,0.13825,0.00675,0.006,0.00475,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,0.03375,0.04125,0.04225,0.046,0.04725,0.034,0.06925,0.0595,0.0725,0.071,0.07025,0.05125,0.05325,0.06225,0.0355,0.03425,0.03675,0.03275,0.03575,0.02625,0.014,0.00325,0.00125,0.001,0.00075,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.026,0.08625,0.134,0.1565,0.13275,0.12275,0.118,0.09875,0.0775,0.039,0.00675,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.37925,0.354,0.1305,0.005,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1603.obj,Chess,-0.3492,-0.493,-0.4614,-0.2193,-0.5926,-0.3328,0.2298,0.0985,0.3048,0.07075,0.117,0.11875,0.0915,0.06425,0.054,0.04975,0.04625,0.04175,0.0435,0.04,0.03925,0.0305,0.02575,0.03175,0.02825,0.0235,0.02375,0.02575,0.01925,0.0125,0.00225,0.0,0.02,0.04525,0.03975,0.06825,0.12375,0.0745,0.0815,0.0865,0.089,0.13275,0.08625,0.07325,0.042,0.0095,0.012,0.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00425,0.0145,0.02725,0.04425,0.054,0.06375,0.06575,0.07075,0.06575,0.0705,0.056,0.0325,0.03125,0.032,0.03125,0.038,0.03675,0.03875,0.033,0.03,0.03075,0.0245,0.02925,0.02425,0.0175,0.01625,0.0075,0.0025,0.003,0.00275,0.0015,0.0,0.0,0.0,0.0055,0.0355,0.09275,0.147,0.17375,0.164,0.14275,0.1105,0.07225,0.036,0.01575,0.004,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,0.239,0.32925,0.24325,0.11625,0.0255,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01056.obj,City,-0.026,0.1282,0.6876,-0.1917,0.2459,-0.7408,-0.122,-0.6073,-0.5959,0.062,0.07975,0.092,0.0815,0.07975,0.06925,0.07775,0.0585,0.0625,0.05275,0.0535,0.0395,0.0365,0.03,0.0285,0.02225,0.01925,0.015,0.0125,0.013,0.011,0.00325,0.0,0.0,0.006,0.02,0.0335,0.0455,0.0835,0.11675,0.12425,0.166,0.1795,0.07875,0.07575,0.06275,0.00775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00775,0.01725,0.02775,0.03625,0.03425,0.0365,0.034,0.0375,0.04225,0.049,0.05375,0.05675,0.04425,0.0485,0.05225,0.05725,0.058,0.05875,0.058,0.05025,0.0375,0.037,0.02225,0.01975,0.00925,0.0065,0.0025,0.004,0.00075,0.00025,0.0,0.0,0.0,0.0,0.007,0.034,0.06975,0.10875,0.1235,0.12,0.11275,0.107,0.105,0.0775,0.0555,0.04325,0.02225,0.013,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05175,0.2135,0.3155,0.2485,0.12325,0.03225,0.012,0.0025,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01039.obj,City,-0.2795,-0.2279,3.4247,2.2658,-0.1828,2.7272,-0.4269,-0.4349,-0.6774,0.095,0.10025,0.088,0.08875,0.074,0.065,0.058,0.046,0.04775,0.04,0.0385,0.04025,0.02925,0.02825,0.025,0.0195,0.02275,0.02125,0.02075,0.01875,0.02275,0.01025,0.00775,0.027,0.0685,0.0945,0.13425,0.12175,0.14,0.11425,0.09525,0.087,0.059,0.0325,0.016,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01025,0.02525,0.0405,0.048,0.063,0.06675,0.06825,0.06825,0.07875,0.07325,0.069,0.06875,0.063,0.05825,0.051,0.04425,0.02925,0.02525,0.01925,0.0145,0.0065,0.00475,0.00225,0.00025,0.001,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.1085,0.15,0.15725,0.1625,0.14025,0.10725,0.06725,0.04575,0.0245,0.009,0.00425,0.00075,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3435,0.58325,0.0725,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01001.obj,City,0.2019,0.3396,1.3735,-0.2236,0.3626,0.1502,0.9865,-0.635,-0.5703,0.07175,0.095,0.0965,0.0945,0.07025,0.06575,0.06325,0.0565,0.0545,0.04725,0.04475,0.0375,0.03475,0.02675,0.029,0.0245,0.02525,0.02025,0.01775,0.01275,0.008,0.0035,0.01825,0.1355,0.22725,0.1285,0.18875,0.196,0.02675,0.01375,0.01125,0.01625,0.026,0.009,0.0025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04275,0.0655,0.11025,0.13975,0.12725,0.09,0.089,0.09175,0.05325,0.04475,0.03325,0.0365,0.0265,0.0165,0.01175,0.0085,0.005,0.00375,0.00175,0.00025,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0785,0.25475,0.2775,0.201,0.097,0.05175,0.02625,0.00875,0.00325,0.001,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34825,0.477,0.14825,0.0245,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1664.obj,City,0.1695,0.0759,-0.1208,-0.2276,-0.1553,-0.2183,0.6274,-0.4515,-0.7162,0.0535,0.0945,0.09225,0.083,0.0775,0.069,0.06375,0.0685,0.057,0.05175,0.04675,0.042,0.046,0.033,0.033,0.02775,0.01925,0.01625,0.01075,0.00925,0.0045,0.00075,0.005,0.0205,0.0225,0.046,0.061,0.0865,0.154,0.188,0.22525,0.1535,0.0275,0.00925,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.038,0.0655,0.12225,0.08975,0.0705,0.075,0.0645,0.053,0.0465,0.04425,0.0365,0.039,0.0405,0.037,0.04025,0.03475,0.03025,0.02175,0.01725,0.00825,0.00575,0.00275,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02025,0.11275,0.19575,0.18775,0.16525,0.13975,0.08325,0.05525,0.024,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.37625,0.30825,0.1395,0.03975,0.005,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01010.obj,City,0.0762,0.0553,-0.1208,-0.2201,-0.0826,-0.2903,0.4807,-0.4902,-0.6715,0.056,0.1015,0.1,0.086,0.07975,0.07,0.05625,0.05175,0.0525,0.04825,0.04775,0.04275,0.0375,0.035,0.03075,0.0255,0.023,0.01425,0.018,0.01225,0.0085,0.00275,0.0115,0.031,0.03475,0.07125,0.0885,0.09275,0.1315,0.15825,0.20425,0.1285,0.026,0.01425,0.0065,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.02675,0.04125,0.0625,0.068,0.06875,0.07325,0.072,0.06825,0.06475,0.0565,0.05725,0.058,0.04975,0.04175,0.0425,0.04375,0.03425,0.025,0.01875,0.01,0.0055,0.003,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.06175,0.14025,0.17975,0.17325,0.1585,0.11925,0.08975,0.04325,0.021,0.005,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.31775,0.34125,0.17725,0.064,0.01175,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
