file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,elongation,A3,D1,D2,D3,D4,global_score,local_score,final_score
m1525.obj,Car,-1.1062165058949625,-0.8662196679438058,-0.6148496424723283,-0.29317744561195797,-0.4060932917021478,-0.6160997253327698,-1.2683344756682662,-0.8722541717733572,-1.0606060606060606,-0.6865671641791044,-1.4047619047619049,-0.9811320754716982,-1.0895522388059702,-1.8129734779198787,-3.655833610677317,-5.468807088597195
m1490.obj,Car,-0.9771704180064308,-0.908152405278842,-0.5454990694485258,-0.28592570667455974,-0.6883338064149873,0.1399746461018382,-1.2683344756682662,-0.6490053738097482,-1.0909090909090908,-0.9701492537313431,-1.1190476190476188,-0.9433962264150945,-1.373134328358209,-1.5547339827598565,-3.847645562922949,-5.402379545682805
D00158.obj,Truck,-0.9725616291532689,-0.659855257556407,-0.574395141541777,-0.27712002367914756,-0.152899990538367,-0.7542784703148109,-1.2683344756682662,-0.8624493259168473,-1.1818181818181819,-0.8507462686567163,-1.1428571428571428,-0.8301886792452833,-1.3134328358208955,-1.6565682943106674,-3.723330175878754,-5.3798984701894215
D00749.obj,MultiSeat,-0.8623794212218648,-0.9805236270753512,-0.6250367322950338,-0.2856297173301761,-0.09584634307881547,-0.93619268962603,-1.2683344756682662,-0.8545300273404356,-0.8484848484848485,-0.6865671641791044,-1.3571428571428572,-1.2641509433962266,-0.9552238805970149,-1.772541910090792,-3.5780987856600355,-5.350640695750828
D00010.obj,Truck,-1.0266881028938906,-1.01649638143891,-0.37692232344010185,-0.28888560011839576,-0.5099820228971521,-1.0465877878723855,-1.2683344756682662,-0.6015838597152823,-0.696969696969697,-0.8358208955223879,-1.4523809523809523,-1.0566037735849059,-0.9402985074626866,-1.8406441662133153,-3.4874516781444402,-5.3280958443577555
D00671.obj,Car,-0.9581993569131833,-0.9968071519795658,-0.6166127926339504,-0.30412905135415125,-0.8713217901409784,-0.9071413479822523,-1.2683344756682662,-0.39813330819270293,-0.8787878787878788,-0.29850746268656714,-1.0714285714285714,-1.0754716981132075,-1.5522388059701493,-1.896203782459515,-3.413504091890462,-5.309707874349977
m1550.obj,Car,-0.6634512325830654,-0.5598126862494679,-0.6715643060045059,-0.3073849341423709,-0.4330589459740752,-0.680752165645468,-1.2683344756682662,-0.8152163665503912,-1.0151515151515151,-0.6119402985074626,-1.0476190476190474,-1.1698113207547172,-1.3880597014925373,-1.6198725338452833,-3.6628073184676957,-5.282679852312979
D00618.obj,Car,-0.5844587352625937,-0.41283524904214564,-0.8304437261240083,-0.30161314192689065,-0.2832812943514051,-0.8741812803718572,-1.2683344756682662,-0.46516451400018854,-0.9545454545454546,-1.0746268656716416,-0.8333333333333333,-1.1132075471698115,-1.3880597014925373,-1.5060937250242066,-3.7546410315489442,-5.260734756573151
m1517.obj,Car,-0.6305466237942122,-0.5438484461472968,-0.9051817024194339,-0.2923634749149031,-0.43939824013624756,-0.29970420452144525,-1.2683344756682662,-0.7077401715848024,-0.9848484848484849,-0.671641791044776,-1.3095238095238095,-1.0377358490566038,-1.3283582089552237,-1.5261352017559822,-3.7324757004002285,-5.25861090215621
D00670.obj,Car,-0.5048231511254019,-0.4095359727543636,-0.7144676266039769,-0.3010951605742193,-0.3468634686346864,-0.724065075005282,-1.2683344756682662,-0.46601301027623265,-0.696969696969697,-0.671641791044776,-1.4047619047619049,-1.1132075471698115,-1.4477611940298507,-1.4205593821927287,-3.7340394937832277,-5.154598875975957
m1500.obj,Car,-0.7431939978563773,-0.7491485738612175,-0.746008423939661,-0.28821962409353263,-0.67149209953638,-0.26938516796957535,-1.2683344756682662,-0.6517394173658904,-1.0757575757575757,-0.5373134328358208,-1.0714285714285714,-1.0188679245283019,-1.2985074626865674,-1.61625653408727,-3.5013124770657855,-5.117569011153056
D00266.obj,TruckNonContainer,-1.1172561629153268,-0.711898680289485,-0.611421294935841,-0.3014651472546988,0.08335698741602808,-0.6552926262412847,-1.2683344756682662,-0.7032148581125672,-0.9242424242424242,-0.9402985074626864,-1.2380952380952381,-1.0188679245283019,-0.9104477611940299,-1.5856578774004324,-3.5223662988658764,-5.108024176266309
m1557.obj,Car,-1.0158628081457663,-0.9319923371647509,-0.5663630130277206,-0.2814858665088057,-0.6878607247610938,-0.552186773716459,-1.2683344756682662,-0.6186480626001696,-0.9696969696969696,-0.7313432835820893,-1.0714285714285714,-1.1698113207547172,-0.7313432835820897,-1.7768202184779096,-3.271536400331106,-5.048356618809016
m1485.obj,Car,-1.0497320471596998,-1.0995104299702,-0.9543540013713391,-0.27682403433476394,-0.7253287917494561,-0.16120853581238112,-1.2683344756682662,-0.7060431790327142,-0.9696969696969696,-0.7761194029850744,-1.2380952380952381,-1.0754716981132075,-0.4776119402985074,-1.8724006485296463,-3.1758966744322974,-5.048297322961943
D00836.obj,Bed,-0.8138263665594856,-0.7005108556832695,-0.18708982270545593,-0.28518573331360075,-0.4895448954489546,-1.0412000845129938,-1.2683344756682662,-0.558404827001037,-0.9393939393939393,-0.552238805970149,-1.0714285714285714,-0.8867924528301889,-1.4477611940298507,-1.6032291182679188,-3.428330474556889,-5.031559592824808
m1533.obj,Car,-0.484994640943194,-0.477330779054917,-0.8388676657850916,-0.2885896107740122,-0.4808401930173148,-0.5504965138390028,-1.2683344756682662,-0.49231639483360046,-0.909090909090909,-0.507462686567164,-1.1428571428571428,-1.1132075471698115,-1.417910447761194,-1.4645310821746198,-3.5633701134123545,-5.027901195586974
D00287.obj,Truck,-0.7997856377277598,-0.2511707109408259,-0.8702125575472622,-0.28755364806866957,0.5630617844639985,-0.3706951193746038,-1.2683344756682662,-0.8691430187611954,-1.0303030303030303,-0.5671641791044775,-1.2380952380952381,-1.0377358490566038,-1.5223880597014925,-1.2461500150873752,-3.776980449382589,-5.023130464469964
m1519.obj,Car,-0.3728831725616291,-0.29278416347381864,-0.9433832892545794,-0.2995412165162054,-0.28810672722111835,-0.6068032960067611,-1.2683344756682662,-0.34052983878570753,-0.9545454545454546,-0.7611940298507461,-1.1904761904761905,-0.9622641509433963,-1.3880597014925373,-1.3237098538464256,-3.679577669115827,-5.003287522962252
m1522.obj,Car,-0.4263665594855306,-0.3830353341847595,-0.8686453129591537,-0.2993932218440136,-0.38168227836124513,-0.5402493133319247,-1.2683344756682662,-0.517865560478929,-1.0606060606060606,-0.4179104477611938,-1.2619047619047619,-0.9056603773584907,-1.4776119402985075,-1.4056716168941465,-3.58658551155031,-4.992257128444456
D00405.obj,Car,-1.0855305466237941,-1.0373563218390804,-0.8332843569399551,-0.27393813822702384,-0.7935471662408932,-0.06359602788928802,-1.2683344756682662,-0.8051286886018667,-0.9242424242424242,-0.7313432835820893,-1.0476190476190474,-1.1509433962264153,-0.6268656716417911,-1.8482147166090501,-3.1367096763182367,-4.984924392927287
m1529.obj,Car,-0.7583065380493033,-0.7520221370796084,-0.9113527279851112,-0.2978392777859997,-0.6588135112120352,-0.45964504542573426,-1.2683344756682662,-0.6886018666918072,-0.9545454545454546,-0.7164179104477612,-1.1428571428571428,-0.8867924528301889,-0.9253731343283583,-1.7384746739693595,-3.238190266506234,-4.976664940475594
m1552.obj,Car,-0.6404072883172561,-0.5147935291613452,-0.7931237143696739,-0.28636969069113516,-0.3847100009461634,-0.41421931121909994,-1.2683344756682662,-0.6111058734797774,-1.0909090909090908,-0.9999999999999999,-0.6428571428571429,-0.69811320754717,-1.492537313432836,-1.4739191651558152,-3.447091728322367,-4.921010893478183
m1535.obj,Car,-0.9240085744908896,-1.026607066836952,-0.6575570574982859,-0.3056089980760693,-0.8001703093954017,-0.7963236847665329,-1.2683344756682662,-0.8570755161685678,-0.803030303030303,-0.6567164179104477,-0.8333333333333333,-0.7924528301886794,-1.0895522388059702,-1.9907057048702894,-2.9225595862881133,-4.913265291158403
D00767.obj,Car,-0.7287245444801714,-0.6612388250319284,-0.7285728278969538,-0.282003847861477,-0.5329737912763743,-0.21434608070990913,-1.2683344756682662,-0.679174130291317,-1.106060606060606,-0.507462686567164,-1.2857142857142858,-1.2264150943396228,-0.7014925373134329,-1.5286105569649193,-3.379001646996578,-4.907612203961497
D00265.obj,Car,-0.47867095391211145,-0.378884631758195,-0.9504358899010678,-0.2953233683587391,-0.3235878512631281,-0.38897105429959855,-1.2683344756682662,-0.4998585839539927,-0.8181818181818181,-0.6119402985074626,-1.0714285714285714,-1.1698113207547172,-1.3582089552238805,-1.3752200427345294,-3.5206996748675143,-4.895919717602044
m832.obj,MultiSeat,-1.0862808145766345,-0.6301617709663686,-0.22813204035654816,-0.29280745893147847,0.39360393603936034,-0.9496091274033382,-1.2683344756682662,-0.8403884227397002,-1.121212121212121,-0.8805970149253729,-0.738095238095238,-0.7358490566037738,-1.4029850746268657,-1.4706330523808924,-3.4151169538243598,-4.885750006205252
m1523.obj,Car,-0.5204715969989282,-0.42997020008514264,-0.8396512880791459,-0.30264910463223327,-0.3641782571671871,-0.5958166068032961,-1.2683344756682662,-0.7029320260205524,-1.0303030303030303,-0.7761194029850744,-1.0714285714285714,-0.6415094339622643,-1.2835820895522387,-1.5072010666364253,-3.3620597697618253,-4.869260836398251
D00699.obj,TruckNonContainer,-0.9851018220793141,-1.043103448275862,-0.47742188265256147,-0.28511173597750483,-0.5013719367962911,-0.26505387703359395,-1.2683344756682662,-0.6262845290845667,-1.0303030303030303,-0.8208955223880595,-0.738095238095238,-0.8679245283018869,-1.1492537313432836,-1.635535112270388,-3.2245304353020487,-4.860065547572437
D00215.obj,TruckNonContainer,-0.7442658092175777,-1.0361856108982546,-0.8270153785875208,-0.28629569335503924,-0.47364935187813423,-0.5055989858440736,-1.2683344756682662,-0.7953238427453567,-0.9848484848484849,-0.29850746268656714,-0.6428571428571429,-1.0943396226415096,-1.3432835820895523,-1.781000744458267,-3.0546854065862794,-4.835686151044547
D00168.obj,Car,-0.5335476956055734,-0.5519369944657301,-0.9233029679694388,-0.2997632085244931,-0.5597502128867443,-0.42467779421085994,-1.2683344756682662,-0.3470349769020458,-0.909090909090909,-0.5820895522388058,-0.9285714285714286,-0.9811320754716982,-1.4029850746268657,-1.4725044978699455,-3.362708327999795,-4.835212825869741
D00607.obj,MultiSeat,0.1581993569131832,-0.11228182205193704,-0.4140464296209227,-0.2844457599526417,-0.5407323304002271,-0.6233889710542997,-1.2683344756682662,-0.4334873196945413,-1.106060606060606,-0.8656716417910447,-1.1666666666666667,-0.8867924528301889,-1.3283582089552237,-1.0555553254588956,-3.747484703412611,-4.803040028871506
D00553.obj,TruckNonContainer,-0.6280814576634512,-0.5804597701149425,-0.5018121265550005,-0.2856297173301761,-0.5025073327656354,-0.10194379885907462,-1.2683344756682662,-0.8669746393890827,-1.0909090909090908,-0.7313432835820893,-0.9285714285714286,-0.8113207547169813,-1.2388059701492538,-1.4207229955036886,-3.3606653695501905,-4.781388365053879
m1571.obj,Truck,-1.0669882100750268,-0.894955300127714,-0.7393476344401998,-0.2862216960189433,-0.5306083830069069,-1.0183815761673356,-1.2683344756682662,-0.8498161591401905,-0.7727272727272727,-0.7910447761194028,-1.023809523809524,-0.3962264150943397,-0.9850746268656717,-1.9963960303933748,-2.778217830231348,-4.774613860624722
m1538.obj,Car,-0.5203644158628081,-0.43422733077905495,-0.8395533352923891,-0.3022791179517538,-0.37108524931403164,-0.596978660469047,-1.2683344756682662,-0.6836994437635523,-0.9696969696969696,-0.8507462686567163,-0.9047619047619048,-0.6792452830188681,-1.2537313432835822,-1.5049566087302708,-3.2607272385926285,-4.765683847322899
m1588.obj,Train,-0.5080385852090031,-0.8021498510004258,-0.8086982074640023,-0.29103152286517686,-0.6045983536758445,-0.6003591802239595,-1.2683344756682662,-0.8554728009804846,-0.8333333333333333,-0.9850746268656715,-0.30952380952380953,-0.8867924528301889,-1.2835820895522387,-1.7216048931261487,-3.008814418473669,-4.730419311599817
D00554.obj,Cellphone,-0.4486602357984994,-0.4989357173265219,-0.9343716328729553,-0.3046470327068226,-0.565994890718138,-0.9247834354532009,-1.2683344756682662,-0.8655604789290091,-1.0757575757575757,-0.2537313432835818,-1.023809523809524,-0.8679245283018869,-1.044776119402985,-1.743386369842024,-2.986199363388887,-4.729585733230911
D00785.obj,Car,-0.7715969989281886,-0.6066411238825032,-0.6975217944950534,-0.2800059197868877,-0.4069448386791561,-0.05947601943798861,-1.2683344756682662,-0.8293579711511265,-0.9393939393939393,-0.8507462686567163,-0.9523809523809524,-1.0754716981132075,-0.791044776119403,-1.4759637426087509,-3.226326344264953,-4.702290086873703
D00267.obj,TruckNonContainer,-0.6796355841371918,-0.5119199659429544,-0.031344891762170556,-0.27356815154654435,-0.29208061311382355,-0.19511937460384532,-1.2683344756682662,-0.3830489299519185,-1.106060606060606,-0.7910447761194028,-1.0952380952380953,-1.0000000000000002,-1.164179104477612,-1.0905155960180144,-3.6095658073270016,-4.700081403345016
D00252.obj,TruckNonContainer,-0.9553054662379421,-0.9013409961685823,-0.7086884121853267,-0.27475210892407875,-0.7003500804238811,-0.35051764208747094,-1.2683344756682662,-0.5276704063354388,-0.8636363636363635,-0.4477611940298506,-0.7857142857142858,-0.7547169811320756,-1.4029850746268657,-1.7060878764092962,-2.978369729397609,-4.684457605806905
m833.obj,MultiSeat,-0.0524115755627009,-0.23839931885908897,-0.48378881379175237,-0.28518573331360075,-0.5391238527769894,-1.0419395732093808,-1.2683344756682662,-0.4880739134533798,-1.0757575757575757,-0.7462686567164177,-0.6428571428571429,-0.9245283018867926,-1.4029850746268657,-1.3191771769905476,-3.354677726291356,-4.673854903281904
m1497.obj,Car,-0.7729903536977493,-0.8934653043848446,-0.5861494759525908,-0.29162350155394406,-0.8594001324628632,-1.0294739066131418,-1.2683344756682662,-0.21919487131139806,-0.8484848484848485,-0.2686567164179104,-0.9047619047619048,-0.6603773584905661,-1.4328358208955225,-1.7761896064934393,-2.8805816543355265,-4.6567712608289655
D00650.obj,Bed,-0.9836012861736333,-0.9423158790974883,0.76187677539426,-0.29140150954565636,-0.7387643107200303,-0.19744348193534764,-1.2683344756682662,-0.6836051663995475,-0.8939393939393939,-0.34328358208955223,-1.2380952380952381,-0.9056603773584907,-1.373134328358209,-1.3030768002437125,-3.3278790438886188,-4.630955844132331
D00804.obj,Truck,-0.995176848874598,-1.055768412090251,-0.7593300029385835,-0.28688767204380644,-0.8391522376762229,-0.9471793788294951,-1.2683344756682662,-0.7162251343452437,-0.7424242424242424,-0.6417910447761193,-0.8333333333333333,-0.37735849056603793,-1.0746268656716418,-2.0604162487399402,-2.5686737837399622,-4.629090032479903
m1486.obj,Car,-0.8063236870310825,-0.684227330779055,-0.6287589381917915,-0.27771200236791477,-0.49361339767243834,-0.1195858863300232,-1.2683344756682662,-0.8204016215706609,-1.0151515151515151,-0.9552238805970148,-0.7857142857142858,-0.9245283018867926,-0.746268656716418,-1.5296872018833698,-3.0988206480462184,-4.628507849929588
m1551.obj,Car,-0.9176848874598071,-0.8333333333333333,-0.46792046233715356,-0.30509101672339795,-0.6136815214305991,-0.48098457637861824,-1.2683344756682662,-0.8387857075516169,-1.121212121212121,-0.43283582089552236,-0.7142857142857143,-0.7169811320754718,-1.1343283582089554,-1.7177447942648376,-2.8837502026744493,-4.601494996939287
D00588.obj,MultiSeat,-0.15037513397642013,-0.32886334610472534,-0.6931139190909982,-0.28518573331360075,-0.5886081937742456,-1.0797591379674625,-1.2683344756682662,-0.4883567455453946,-0.9242424242424242,-0.7462686567164177,-0.5714285714285713,-0.9245283018867926,-1.3134328358208955,-1.4647790056323338,-3.1359305530665704,-4.600709558698904
D00079.obj,Cellphone,-0.3836012861736334,-0.44199659429544486,-0.7820550494661573,-0.30005919786887675,-0.5401646324155549,-0.8434396788506233,-1.2683344756682662,-0.4625247478080513,-0.8484848484848485,-0.4626865671641789,-0.8809523809523809,-0.7924528301886794,-1.4328358208955225,-1.5066526987639823,-3.0921887133799273,-4.598841412143909
m868.obj,Shelf,-0.32315112540192925,-0.6019582801191996,-0.1552551670095014,-0.30449903803463074,-0.7502128867442521,-0.9282695964504543,-1.2683344756682662,-0.4236824738380315,-0.9848484848484849,-0.7313432835820893,-0.5952380952380952,-0.8113207547169813,-1.4029850746268657,-1.4266089129798796,-3.168014985108761,-4.59462389808864
D00145.obj,MultiSeat,-0.8032154340836013,-0.648786717752235,-0.3598785385444216,-0.28762764540476543,-0.3987132179014098,-0.871857173040355,-1.2683344756682662,-0.8689544640331857,-0.696969696969697,-0.38805970149253727,-0.8809523809523809,-0.8301886792452833,-1.4029850746268657,-1.6522102999284718,-2.9394088733007346,-4.591619173229207
D00406.obj,Truck,-0.7907824222936762,-0.7216900808854831,0.1931628954843766,-0.27060825810270833,-0.5617371558330969,-0.6809634481301501,-1.2683344756682662,-0.7928726312812293,-0.9848484848484849,-0.8805970149253729,-1.0952380952380953,-1.1132075471698115,-0.37313432835820903,-1.46814767301307,-3.1129178293779813,-4.581065502391051
m1543.obj,Car,-0.6135048231511254,-0.5489570029799915,-0.8357331766088746,-0.29672931774456124,-0.46475541678493715,-0.4593281216987111,-1.2683344756682662,-0.8599981144527198,-1.0,-0.40298507462686556,-0.8333333333333333,-0.7169811320754718,-1.2985074626865674,-1.604202134726756,-2.9762649019055667,-4.580467036632323
D00436.obj,Bus,-0.6078242229367631,-0.5996168582375478,-0.6704868253501811,-0.27712002367914756,-0.5587094332481787,-0.9417916754701035,-1.2683344756682662,-0.015367210332799077,-0.9242424242424242,-0.8805970149253729,-0.7619047619047619,-0.8113207547169813,-1.0298507462686568,-1.481775217476896,-3.0855409914407375,-4.567316208917633
D00166.obj,Bottle,-0.6106109324758842,-0.7569178373776075,-0.9376040748359291,-0.27608406097380495,-0.826852114674993,-0.829389393619269,-1.2683344756682662,-0.8372772697275385,-0.9242424242424242,-1.0298507462686566,-0.3333333333333332,-0.41509433962264164,-1.0895522388059702,-1.9029210478059877,-2.654451157591118,-4.5573722053971055
D00243.obj,RectangleTable,-1.0112540192926045,-0.7539378458918689,0.08668821627975319,-0.27519609294065417,0.2090074746901314,0.1414536234946122,-0.9802376056659814,-0.6243989818044686,-0.9848484848484849,-0.8059701492537312,-1.1190476190476188,-1.188679245283019,-1.0149253731343284,-0.9623625693393242,-3.5794296100970273,-4.541792179436351
D00716.obj,Bottle,-0.5933547695605573,-0.8798424861643253,-0.7782348907826429,-0.30420304869024717,-0.5763080707730154,-0.6948024508768222,-1.2683344756682662,-0.8098425568021118,-0.8181818181818181,-0.6567164179104477,-0.738095238095238,-0.6792452830188681,-1.0597014925373134,-1.7714768247953965,-2.7663581748205797,-4.537834999615976
D00541.obj,Car,-0.5664523043944265,-0.6557045551298425,-0.864923107062396,-0.2732721622021608,-0.7043239663165863,-0.669765476442003,-1.2683344756682662,-0.779673800320543,-0.8484848484848485,-1.08955223880597,-0.1666666666666667,-0.6603773584905661,-1.2388059701492538,-1.7347349542608672,-2.8027209578181136,-4.537455912078981
m1524.obj,Car,-0.554876741693462,-0.4521072796934866,-0.8565971201880693,-0.2836317892555868,-0.36654366543665445,-0.19142193112191003,-1.2683344756682662,-0.6581502781182238,-0.803030303030303,-0.7462686567164177,-1.0,-0.9622641509433963,-0.9850746268656717,-1.3894989843526977,-3.147646416289052,-4.53714540064175
D00724.obj,Car,-0.4135048231511254,-0.29831843337590463,-0.9580762072680968,-0.27438212224359926,-0.22840382249976351,-0.7835410944432707,-1.2683344756682662,-0.757518619779391,-0.9393939393939393,-1.044776119402985,-0.6904761904761905,-0.7924528301886794,-0.8656716417910448,-1.4946238795288251,-3.032939504876987,-4.527563384405813
m330.obj,Hand,-0.8071811361200428,-0.5208599404001703,-0.8227054559702224,-0.2803019091312713,-0.2642634118648879,-0.2991759983097401,-1.2683344756682662,-0.5804657301781841,-1.0,-1.0149253731343282,-0.4047619047619048,-0.6792452830188681,-1.2835820895522387,-1.4529864172928355,-3.067760255327138,-4.520746672619973
m1570.obj,Truck,-0.4929260450160771,-0.6236696466581524,-0.4185522578117348,-0.30183513393517836,-0.7616614627684739,-0.8103739699978871,-1.2683344756682662,-0.6621099274064297,-0.6666666666666666,-0.34328358208955223,-1.2142857142857144,-0.6415094339622643,-1.2835820895522387,-1.6018388757786597,-2.904529240589505,-4.506368116368165
D00516.obj,Bus,-0.4980707395498392,-0.5499148573861217,-0.6341463414634146,-0.2862216960189433,-0.6009083167754755,-0.9954574265793366,-1.2683344756682662,0.053360988026774865,-0.6818181818181818,-0.6865671641791044,-0.9047619047619048,-1.0000000000000002,-1.1044776119402986,-1.4339078596243866,-3.0643374038896423,-4.498245263514029
m1526.obj,Car,-0.5609860664523043,-0.5170285227756493,-0.2034479380938388,-0.29317744561195797,-0.46598542908506013,-0.5007394886963871,-1.2683344756682662,-0.6391062505892335,-0.8787878787878788,-0.6865671641791044,-0.7619047619047619,-0.9056603773584907,-1.2686567164179106,-1.334641685091809,-3.151103829053702,-4.485745514145512
D01163.obj,Train,-0.8678456591639871,-0.7313750532141338,-0.9576843961210697,-0.27371614621873613,0.6852114674992904,-1.0899006972321996,-1.2683344756682662,-0.505326671066277,-1.121212121212121,-0.5820895522388058,-0.6190476190476191,-1.1320754716981132,-0.8059701492537313,-1.5026914893556138,-2.9822764394152728,-4.484967928770887
m1607.obj,Chess,-0.7879957127545553,-0.5791826309067689,-0.7972377314134588,-0.2705342607666124,-0.35452739142776046,0.43207268117473063,-0.8288782270961846,-0.2871688507589328,-1.0606060606060606,-0.9402985074626864,-0.7619047619047619,-0.7735849056603774,-1.373134328358209,-1.0420356371848627,-3.436669994794466,-4.478705631979329
m1521.obj,Car,-0.7841371918542337,-0.7935291613452533,-0.20834557743167795,-0.2905135415125056,-0.7041347336550289,-1.085675047538559,-1.2683344756682662,-0.5360610917318752,-0.803030303030303,-0.4925373134328357,-0.7142857142857143,-0.5660377358490568,-1.3880597014925373,-1.7012192462212197,-2.774765537663313,-4.475984783884533
D00865.obj,Car,-0.7412647374062165,-0.5196892294593444,-0.7610931531002056,-0.281263874500518,-0.3090169363232094,-0.30995140502852314,-1.2683344756682662,-0.4731780899406053,-0.8484848484848485,-0.6865671641791044,-0.5952380952380952,-0.7735849056603774,-1.4477611940298507,-1.3991375704280666,-3.0461453453145935,-4.44528291574266
D01022.obj,Hand,-0.807288317256163,-0.5255427841634739,-0.8019394651777844,-0.2800799171229836,-0.2700350080423881,-0.2825903232622015,-1.2683344756682662,-0.5546337324408409,-0.9848484848484849,-0.9850746268656715,-0.4285714285714285,-0.6037735849056605,-1.2835820895522387,-1.4371332069402305,-3.0000951503204387,-4.437228357260669
D00823.obj,Bus,-0.9344051446945337,-0.8339719029374202,-0.8133019884415712,-0.28703566671599823,0.16028006433910494,-0.17420240862032543,-1.2683344756682662,0.14754407466767228,-0.909090909090909,-0.6417910447761193,-0.8095238095238094,-0.9622641509433963,-1.2985074626865674,-1.2010282344214014,-3.2348241639145607,-4.435852398335962
m1511.obj,Car,-0.7794212218649518,-0.9641336739037888,-0.9533744735037712,-0.2556607962113364,-0.7135963667328982,-0.7924149587999155,-1.2683344756682662,-0.6312812293768266,-0.909090909090909,-1.0149253731343282,-0.21428571428571425,-1.0000000000000002,-0.46268656716417916,-1.907465158818526,-2.520691994572591,-4.428157153391117
D00483.obj,Bus,-0.9041800643086816,-0.7636228182205194,-0.4992653540993241,-0.2718662128163386,-0.49238338537231524,-0.6105007394886964,-1.2683344756682662,-0.7504478174790232,-0.8636363636363635,-0.7014925373134328,-0.38095238095238093,-0.6226415094339625,-1.3582089552238805,-1.6681802602359492,-2.7488522225920136,-4.417032482827963
