file_name,obj_class,vertices,faces,face_type,bounding_box,centroid,is_watertight,outlier_low,outlier_high,file_path
m1349.obj,AircraftBuoyant,5061,9984,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.385203, 0.273648]}","[0.4804587605250365, 0.22066085006871258, 0.14962731657847944]",False,False,False,datasets/dataset_original_remeshed\AircraftBuoyant\m1349.obj
m1350.obj,AircraftBuoyant,4001,7903,Triangles,"{'min_bound': [0.0290344445258246, 0.02506365625, 0.0252299564326116], 'max_bound': [0.9750034676309656, 0.291317, 0.3049634351353117]}","[0.4882047640127413, 0.15816564038035807, 0.17154976074673922]",False,False,False,datasets/dataset_original_remeshed\AircraftBuoyant\m1350.obj
m1351.obj,AircraftBuoyant,4457,8650,Triangles,"{'min_bound': [0.026765174441029, 0.02494587, 0.0], 'max_bound': [0.2100117151173518, 0.21912885, 0.9694217766266654]}","[0.11751431146473094, 0.1257194538902631, 0.4469415948938839]",False,False,False,datasets/dataset_original_remeshed\AircraftBuoyant\m1351.obj
m1352.obj,AircraftBuoyant,4326,8584,Triangles,"{'min_bound': [0.0264687234839574, 0.025, 0.0255612865574316], 'max_bound': [0.9594838354105557, 0.3764055595484849, 0.3322598943079955]}","[0.547350705598263, 0.2159639943415064, 0.1779973450513499]",False,False,False,datasets/dataset_original_remeshed\AircraftBuoyant\m1352.obj
D00045.obj,Apartment,5520,7664,Triangles,"{'min_bound': [-0.5390760000372746, -0.5714229999979407, -0.495091999794317], 'max_bound': [0.8290270000049735, 0.7056690171026717, 0.35244611]}","[0.1162418976683216, 0.02319383891794071, -0.1273830577581975]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00045.obj
D00086.obj,Apartment,4843,10112,Triangles,"{'min_bound': [-0.9208830000000001, -0.34439003, -0.415469], 'max_bound': [0.863162, 1.3248199884440826, 0.2938790041569133]}","[-0.026391081005544312, 0.34768387976091975, -0.045452825585462486]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00086.obj
D00138.obj,Apartment,5344,10349,Triangles,"{'min_bound': [-0.782682, -0.514535, -0.317783], 'max_bound': [0.776339, 0.633157, 0.198885]}","[-0.006067942871569706, 0.04109872549215216, -0.056068580136513474]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00138.obj
D00156.obj,Apartment,4421,7106,Triangles,"{'min_bound': [-0.804138, -0.742071, -0.6671380000000012], 'max_bound': [0.8811679999999973, 0.831504, 0.423808]}","[0.025425187204191065, 0.03470898810875589, -0.10394583013517068]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00156.obj
D00310.obj,Apartment,5775,9904,Triangles,"{'min_bound': [-0.744656072093945, -0.3893160000000001, -0.368775], 'max_bound': [1.0329799983278252, 0.4943570019019118, 0.339434]}","[0.12885885878173434, 0.05294421790254212, -0.0481653248952043]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00310.obj
D00348.obj,Apartment,4606,8326,Triangles,"{'min_bound': [-0.94171, -0.40949, -0.813025], 'max_bound': [0.725458, 0.566411, 0.20384]}","[-0.09620648439749167, 0.07397703422813781, -0.29375193904048263]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00348.obj
D00366.obj,Apartment,5121,10176,Triangles,"{'min_bound': [-0.895467, -0.856715, -0.663917], 'max_bound': [0.745644, 0.59104, 0.529402]}","[-0.10427919900287011, -0.14852600029567087, -0.021465003478379107]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00366.obj
D00496.obj,Apartment,5154,9606,Triangles,"{'min_bound': [-0.643419, -0.704659, -0.341188], 'max_bound': [1.15353, 0.878216, 0.259608]}","[0.19214860449511126, 0.065728823179157, -0.03366879137766901]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00496.obj
D00639.obj,Apartment,4278,8118,Triangles,"{'min_bound': [-0.5428180002870132, -0.5442590000819897, -0.6878790073716582], 'max_bound': [1.14108, 0.500059, 0.449116]}","[0.154545141515926, -0.02268938889569363, -0.06748518174293724]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00639.obj
D00651.obj,Apartment,4417,7095,Triangles,"{'min_bound': [-0.938604, -0.942314, -0.4117284200000007], 'max_bound': [0.916559, 0.9042509999999997, 0.6618180000785646]}","[-0.01756870613669826, -0.03271067743717505, 0.1006703089627059]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00651.obj
D00681.obj,Apartment,4713,6024,Triangles,"{'min_bound': [-0.6816709968844199, -0.78938938, -0.47037561], 'max_bound': [1.09425393, 0.5875969892882101, 0.6560920587085705]}","[0.16445660622180408, -0.024509497177230454, 0.10415720107065658]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00681.obj
D00780.obj,Apartment,4032,6889,Triangles,"{'min_bound': [-0.977731, -0.618236, -0.18864342], 'max_bound': [0.7891991693041602, 0.449639, 0.3339014799932936]}","[-0.11146059583151272, -0.07303389494960898, -0.06674521548636828]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00780.obj
D00792.obj,Apartment,5106,9549,Triangles,"{'min_bound': [-0.795163, -0.965409, -0.669296], 'max_bound': [1.103539995, 0.963376, 0.859246]}","[0.17190290705309344, 0.028146514867764587, 0.08287276952570626]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00792.obj
D00859.obj,Apartment,4639,8891,Triangles,"{'min_bound': [-0.824176, -0.6924729987199411, -0.33128], 'max_bound': [1.07379, 0.611025, 0.211846]}","[0.13501803521821293, -0.06941250423670453, -0.044626068863452176]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00859.obj
D00869.obj,Apartment,5131,9188,Triangles,"{'min_bound': [-0.9845104033962022, -0.521765, -0.3806459965242662], 'max_bound': [0.6883829785192164, 0.6449625042566896, 0.551785]}","[-0.17128940282913213, 0.07569543662509966, 0.15721885197871113]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00869.obj
D00921.obj,Apartment,4330,5850,Triangles,"{'min_bound': [-0.850705, -0.4874229738366424, -0.5584669128506413], 'max_bound': [0.8226009996867173, 0.5457478930627393, 0.5549779889368819]}","[0.1452725034699277, 0.0019687765307322275, -0.013196084133625366]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00921.obj
D00953.obj,Apartment,4603,7353,Triangles,"{'min_bound': [-0.9492010000142266, -0.826799, -0.4448864914672171], 'max_bound': [0.665320999653093, 0.8960790000179705, 0.5187099999481298]}","[-0.15560656204667678, -0.046295442999511834, -0.062314881199826505]",False,False,False,datasets/dataset_original_remeshed\Apartment\D00953.obj
m463.obj,Apartment,5181,9983,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.785029, 0.9750000000000002, 0.574765]}","[0.40493760671233386, 0.268955383867413, 0.2999917172278601]",False,False,False,datasets/dataset_original_remeshed\Apartment\m463.obj
m464.obj,Apartment,4020,6379,Triangles,"{'min_bound': [0.025, 0.032478, 0.025], 'max_bound': [0.3474490000000002, 488.1067090566296, 0.296305]}","[0.16356574256109005, 139.40036568879106, 0.1619508518668255]",False,False,False,datasets/dataset_original_remeshed\Apartment\m464.obj
m465.obj,Apartment,4361,8435,Triangles,"{'min_bound': [0.025, 0.0, 0.0], 'max_bound': [0.21702, 0.975, 0.251523]}","[0.13350423870437356, 0.470406637563086, 0.12705534900414114]",False,False,False,datasets/dataset_original_remeshed\Apartment\m465.obj
m53.obj,AquaticAnimal,4365,8397,Triangles,"{'min_bound': [0.0294359739830091, 0.025082, 0.02494593], 'max_bound': [0.1635444156995391, 0.34883866, 0.974782]}","[0.10356639905064903, 0.1863646290225538, 0.5559358256579554]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m53.obj
m54.obj,AquaticAnimal,4348,8311,Triangles,"{'min_bound': [0.0254525446037862, 0.025, 0.026370911737312], 'max_bound': [0.2547781903100295, 0.37116575, 0.975]}","[0.1521596189974615, 0.19045372578321088, 0.5625278410994502]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m54.obj
m55.obj,AquaticAnimal,4637,8931,Triangles,"{'min_bound': [0.025117, 0.0289845142307619, 0.0259587541820175], 'max_bound': [0.181396, 0.379794, 0.974490625]}","[0.08994338608082095, 0.20621553353244396, 0.5570440627628687]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m55.obj
m56.obj,AquaticAnimal,5160,9915,Triangles,"{'min_bound': [0.0251164081300742, 0.0277880064575171, 0.02560675], 'max_bound': [0.1688414866582517, 0.367452, 0.975]}","[0.09672812524222145, 0.19587150135271908, 0.5586914103979371]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m56.obj
m57.obj,AquaticAnimal,4501,8726,Triangles,"{'min_bound': [0.0255773411296636, 0.0249970278420731, 0.0249526186918521], 'max_bound': [0.13599102, 0.3893473093947785, 0.974013]}","[0.08457697622576232, 0.2084521256805449, 0.5580887020538844]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m57.obj
m58.obj,AquaticAnimal,5150,10296,Triangles,"{'min_bound': [0.025, 0.0252716791870391, 0.025], 'max_bound': [0.537049, 0.49957, 0.975]}","[0.28330353120594787, 0.20330732980805175, 0.5690305733985888]",True,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m58.obj
m59.obj,AquaticAnimal,11849,23700,Triangles,"{'min_bound': [0.0301681818464662, 0.025, 0.025], 'max_bound': [0.220348336459687, 0.225, 0.975]}","[0.12499942991078809, 0.12502541703778144, 0.48337302540132293]",False,False,True,datasets/dataset_original_remeshed\AquaticAnimal\m59.obj
m60.obj,AquaticAnimal,4053,8102,Triangles,"{'min_bound': [0.025, 0.025, 0.0251531589762022], 'max_bound': [0.348674, 0.4069583104713308, 0.9744659861323627]}","[0.18684892850385384, 0.21285893964565736, 0.5587140228959747]",True,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m60.obj
m61.obj,AquaticAnimal,5061,9769,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.18743, 0.43818462, 0.975]}","[0.10799731093509107, 0.20730182336023165, 0.6076139706572545]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m61.obj
m62.obj,AquaticAnimal,5015,10026,Triangles,"{'min_bound': [0.0257317340224273, 0.0251155, 0.0249999995874965], 'max_bound': [0.1305846169919347, 0.7485622500000001, 0.975]}","[0.07823825520246956, 0.37773566726400554, 0.5811822849620323]",True,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m62.obj
m63.obj,AquaticAnimal,4612,8868,Triangles,"{'min_bound': [0.0267728518113309, 0.025, 0.025], 'max_bound': [0.975, 0.724541, 0.777238]}","[0.4209634887469486, 0.31706668263494253, 0.4044093824242699]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m63.obj
m64.obj,AquaticAnimal,4724,9346,Triangles,"{'min_bound': [0.025, 0.0275108309388291, 0.0260107478353213], 'max_bound': [0.9659174800000001, 0.5406361200000002, 0.1776196584930393]}","[0.40921921373195713, 0.2872126795850155, 0.10197751427891154]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m64.obj
m65.obj,AquaticAnimal,4553,9036,Triangles,"{'min_bound': [0.0821789118871265, 0.04116909765625, 0.0921476120508923], 'max_bound': [0.3779598499820798, 0.5872697121093751, 0.975]}","[0.2136270423123187, 0.30574324087341054, 0.5981742139695944]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m65.obj
m66.obj,AquaticAnimal,4045,8234,Triangles,"{'min_bound': [0.0250023462822084, 0.0250009662838052, 0.025164], 'max_bound': [0.445702667706691, 0.5475549456955664, 0.972959824070616]}","[0.24204487060139532, 0.29524304281618274, 0.6006913386963016]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m66.obj
m67.obj,AquaticAnimal,4802,9599,Triangles,"{'min_bound': [0.025238239923934, 0.025, 0.02503786], 'max_bound': [0.97505966, 0.2492657, 0.3884212338752031]}","[0.509062058140701, 0.13159118207341425, 0.19152079661439358]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m67.obj
m68.obj,AquaticAnimal,5196,10382,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.278519, 0.18743]}","[0.4916528865145649, 0.14605614664288769, 0.10711244075477566]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m68.obj
m69.obj,AquaticAnimal,4559,9023,Triangles,"{'min_bound': [0.025, 0.02519, 0.025], 'max_bound': [0.357325, 0.264776, 0.975]}","[0.19092409184833106, 0.10861460598086786, 0.6054639859542879]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m69.obj
m70.obj,AquaticAnimal,4530,8960,Triangles,"{'min_bound': [0.025, 0.0251318125, 0.025], 'max_bound': [0.454415, 0.266076, 0.975]}","[0.23973498385529574, 0.0990077494136826, 0.5314450349332138]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m70.obj
m71.obj,AquaticAnimal,4489,8974,Triangles,"{'min_bound': [0.034653000009414, 0.0250000000089705, 0.0589244330786078], 'max_bound': [0.316340539194425, 0.371457625, 0.975]}","[0.17497417285039288, 0.15995109560396886, 0.5278145046682792]",True,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m71.obj
m72.obj,AquaticAnimal,4756,9440,Triangles,"{'min_bound': [0.025, 0.0250443629017754, 0.025], 'max_bound': [0.456203, 0.262828, 0.9716913738913633]}","[0.24067629044675445, 0.10285896041049787, 0.5331833655217028]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m72.obj
m73.obj,AquaticAnimal,4528,9056,Triangles,"{'min_bound': [0.0250161743452624, 0.0602879236655745, 0.0372828125], 'max_bound': [0.974973, 0.6108649999999997, 0.36336284375]}","[0.5150355071587199, 0.31342554495039643, 0.19954660009515338]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m73.obj
m74.obj,AquaticAnimal,5111,10275,Triangles,"{'min_bound': [0.0249999999469131, 0.0337188429839659, 0.026982], 'max_bound': [0.35389775, 0.321596, 0.9741188201414445]}","[0.18297792633427423, 0.15531755726328259, 0.5835097630005417]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m74.obj
m75.obj,AquaticAnimal,4159,8191,Triangles,"{'min_bound': [0.0249999829998708, 0.025, 0.0], 'max_bound': [0.5383840120155354, 0.299311, 0.9681289312985139]}","[0.2875566161794925, 0.10552147483593384, 0.5422496892881699]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m75.obj
m76.obj,AquaticAnimal,5553,11074,Triangles,"{'min_bound': [0.025, 0.02413999, 0.025], 'max_bound': [0.39593708, 0.35319562, 0.975]}","[0.2103118178011277, 0.18368547602136653, 0.5708716164486666]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m76.obj
m77.obj,AquaticAnimal,5115,10091,Triangles,"{'min_bound': [0.02468812, 0.02502144, 0.02526997], 'max_bound': [0.9738431693323696, 0.40656089, 0.61100797]}","[0.49590552656992276, 0.14957748127586723, 0.33746115157757683]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m77.obj
m78.obj,AquaticAnimal,4374,8589,Triangles,"{'min_bound': [0.025, 0.0428965412431744, 0.051092], 'max_bound': [0.973684, 0.493948, 0.4153152525939795]}","[0.4546409793292335, 0.24344892587461525, 0.2688499632144191]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m78.obj
m79.obj,AquaticAnimal,5046,9356,Triangles,"{'min_bound': [0.025, 0.026215, 0.0263237975], 'max_bound': [0.975, 0.256171, 0.300958]}","[0.5224106416269283, 0.09338243909472833, 0.18701245873067096]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m79.obj
m80.obj,AquaticAnimal,4211,8415,Triangles,"{'min_bound': [0.025, 0.025, 0.0322245], 'max_bound': [0.9672455, 0.3035934161083538, 0.414092243844788]}","[0.44145891601568293, 0.11961839394972452, 0.19797457173762611]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m80.obj
m81.obj,AquaticAnimal,4122,8198,Triangles,"{'min_bound': [0.02729196, 0.0250030991439459, 0.0261875], 'max_bound': [0.4144992785078834, 0.2910001158426665, 0.9750000000000002]}","[0.21620861107218722, 0.11400384674878379, 0.5734129071571519]",False,False,False,datasets/dataset_original_remeshed\AquaticAnimal\m81.obj
D00031.obj,Bed,4928,9732,Triangles,"{'min_bound': [-0.6680368447462858, -0.708463, -0.267503], 'max_bound': [0.929612, 0.726534, 0.3105377963161478]}","[0.046978908876628686, 0.017480681322467394, -0.0387844533859529]",False,False,False,datasets/dataset_original_remeshed\Bed\D00031.obj
D00110.obj,Bed,5061,9884,Triangles,"{'min_bound': [-0.8873420000000002, -0.718484, -0.2141295], 'max_bound': [0.7522300001519069, 0.524562, 0.339705]}","[-0.12113678356794205, -0.09449138964695988, -0.010457573868607527]",False,False,False,datasets/dataset_original_remeshed\Bed\D00110.obj
D00121.obj,Bed,4442,8740,Triangles,"{'min_bound': [-0.912283, -0.599669, -0.482021], 'max_bound': [0.785239, 0.858504, 0.463188]}","[-0.04358495417772022, 0.13298089838575392, 0.002028968630000517]",True,False,False,datasets/dataset_original_remeshed\Bed\D00121.obj
D00184.obj,Bed,5093,9946,Triangles,"{'min_bound': [-0.937684, -0.891329, -0.40455], 'max_bound': [0.750002, 0.664602, 0.341943]}","[-0.09599076213142815, -0.09880398544032944, 0.08563428767948819]",False,False,False,datasets/dataset_original_remeshed\Bed\D00184.obj
D00210.obj,Bed,5982,11812,Triangles,"{'min_bound': [-0.66788701, -0.53292391, -0.41252943], 'max_bound': [0.815718, 0.866731, 0.546328918868684]}","[0.05809210998138549, 0.14757114633721635, 0.01698349503773978]",False,False,False,datasets/dataset_original_remeshed\Bed\D00210.obj
D00213.obj,Bed,4422,8828,Triangles,"{'min_bound': [-0.955079, -0.36532214, -0.375599], 'max_bound': [0.74747974, 0.50444, 0.275625]}","[-0.06324175239043897, 0.059556972239943044, -0.05562230246670763]",False,False,False,datasets/dataset_original_remeshed\Bed\D00213.obj
D00217.obj,Bed,5825,11485,Triangles,"{'min_bound': [-0.8426191, -0.54490642, -0.3025470029737331], 'max_bound': [0.88159201, 0.386284, 0.422537]}","[0.02652942433850615, -0.07816647511770997, 0.11755558589861605]",False,False,False,datasets/dataset_original_remeshed\Bed\D00217.obj
D00307.obj,Bed,4713,9344,Triangles,"{'min_bound': [-0.8178513675, -0.833938, -0.2094216598406553], 'max_bound': [0.991699, 0.867487, 0.392634]}","[0.04409921222643131, -0.0006317564928712731, 0.04017829475837887]",False,False,False,datasets/dataset_original_remeshed\Bed\D00307.obj
D00322.obj,Bed,5046,10004,Triangles,"{'min_bound': [-0.94314, -0.415108, -0.520955], 'max_bound': [0.863662, 0.599245, 0.520602]}","[-0.039609611933764416, 0.10029913785044169, 0.03871514833461785]",True,False,False,datasets/dataset_original_remeshed\Bed\D00322.obj
D00417.obj,Bed,5793,11536,Triangles,"{'min_bound': [-0.79913304, -0.5047197301441708, -0.37369438], 'max_bound': [0.7815714921323407, 0.6652462668603771, 0.2966069216898445]}","[-0.028635700632792974, 0.08061766566458509, 0.010864956482373405]",False,False,False,datasets/dataset_original_remeshed\Bed\D00417.obj
D00538.obj,Bed,5072,9724,Triangles,"{'min_bound': [-0.8380725, -0.47922078, -0.3256819382173446], 'max_bound': [0.83806777, 0.7029102517717483, 0.4120625051154935]}","[-0.005121156438018622, 0.10533753282733765, -0.05257409767939317]",False,False,False,datasets/dataset_original_remeshed\Bed\D00538.obj
D00545.obj,Bed,4615,9217,Triangles,"{'min_bound': [-0.832734, -0.47967, -0.39825], 'max_bound': [0.876784, 0.747412, 0.346334]}","[-0.03443933626248871, 0.12268585614661581, -0.025330143778298446]",False,False,False,datasets/dataset_original_remeshed\Bed\D00545.obj
D00552.obj,Bed,4409,8587,Triangles,"{'min_bound': [-1.05606, -0.717584, -0.464456], 'max_bound': [0.4896055, 0.716347, 0.23159208]}","[-0.13799810244342076, 0.02973048019699536, -0.03995964147561669]",False,False,False,datasets/dataset_original_remeshed\Bed\D00552.obj
D00565.obj,Bed,5066,10241,Triangles,"{'min_bound': [-1.07557083, -0.605613, -0.375019], 'max_bound': [0.602982, 0.718594, 0.180431]}","[-0.19802517748571039, 0.05349166840025824, -0.08746060778199419]",False,False,False,datasets/dataset_original_remeshed\Bed\D00565.obj
D00650.obj,Bed,4730,9360,Triangles,"{'min_bound': [-0.853466204067501, -0.5465184563649055, -0.420201], 'max_bound': [0.8299370379280193, 0.3756943295776529, 0.2819694]}","[-0.001541976584350339, -0.05797376603146289, -0.01093138569587163]",False,False,False,datasets/dataset_original_remeshed\Bed\D00650.obj
D00735.obj,Bed,4088,7709,Triangles,"{'min_bound': [-0.644923, -0.684425, -0.312594], 'max_bound': [1.1134399999999998, 0.73777, 0.4761459935260285]}","[0.20566786198067946, 0.03670393191910184, 0.11807913262929573]",False,False,False,datasets/dataset_original_remeshed\Bed\D00735.obj
D00836.obj,Bed,4503,8939,Triangles,"{'min_bound': [-0.7744250998424089, -0.2988206893042155, -0.29041652], 'max_bound': [0.9061258310422345, 0.497771, 0.5037814888247357]}","[-0.09871532520482355, 0.09405945571352776, 0.007787970884771313]",False,False,False,datasets/dataset_original_remeshed\Bed\D00836.obj
D00839.obj,Bed,5506,10914,Triangles,"{'min_bound': [-0.79886622, -0.877287, -0.35191713], 'max_bound': [0.86439441, 0.56977208, 0.290771]}","[-0.035246739991800106, -0.15376591923300184, -0.014046312345972194]",False,False,False,datasets/dataset_original_remeshed\Bed\D00839.obj
D00969.obj,Bed,4385,8201,Triangles,"{'min_bound': [-0.9100180914130019, -0.928304, -0.4662165343004528], 'max_bound': [0.7982080000000006, 0.56973237, 0.3784154172633202]}","[-0.060117857637813035, -0.1530622267920127, -0.10829359318277747]",False,False,False,datasets/dataset_original_remeshed\Bed\D00969.obj
D00988.obj,Bed,5007,9984,Triangles,"{'min_bound': [-0.867888, -0.726326, -0.517681], 'max_bound': [0.815509, 0.426407, 0.208921]}","[-0.00026071361393150045, -0.1573328597220165, -0.16365741657304045]",False,False,False,datasets/dataset_original_remeshed\Bed\D00988.obj
m945.obj,Bed,5736,11008,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.740004, 0.813378, 0.975]}","[0.3833396870568646, 0.2939223102577972, 0.43811474465676814]",False,False,False,datasets/dataset_original_remeshed\Bed\m945.obj
m946.obj,Bed,5056,9760,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.494149, 0.492711375, 0.975]}","[0.25958871370809744, 0.24636019587116714, 0.499979185832446]",False,False,False,datasets/dataset_original_remeshed\Bed\m946.obj
m947.obj,Bed,5196,10075,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.721994, 0.445454, 0.975]}","[0.37351663249384115, 0.18481097546241873, 0.4811181167679909]",False,False,False,datasets/dataset_original_remeshed\Bed\m947.obj
m948.obj,Bed,4597,9038,Triangles,"{'min_bound': [0.0263904728496163, 0.0250156636170376, 0.02515], 'max_bound': [0.9736324106354433, 0.8933830442144868, 0.961259]}","[0.4989142519129099, 0.22418338300413662, 0.44446822117227763]",False,False,False,datasets/dataset_original_remeshed\Bed\m948.obj
m949.obj,Bed,5017,10010,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.956207, 0.975, 0.489954]}","[0.48279081633416054, 0.3123412502200684, 0.2567719764726608]",True,False,False,datasets/dataset_original_remeshed\Bed\m949.obj
m950.obj,Bed,4146,8189,Triangles,"{'min_bound': [0.0, 0.025, 0.025], 'max_bound': [0.769384, 0.88922704, 0.975]}","[0.39672350088189334, 0.2601086667232882, 0.4633166275786144]",False,False,False,datasets/dataset_original_remeshed\Bed\m950.obj
