file_name,obj_class,vertices,faces,face_type,bounding_box,centroid,is_watertight,outlier_low,outlier_high,file_path
D00780.obj,Apartment,4005,6889,Triangles,"{'min_bound': [-0.977731, -0.618236, -0.18864342], 'max_bound': [0.789199, 0.449639, 0.33395]}","[-0.1282581823689592, -0.05137041641100657, -0.06441098821017098]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\D00780.obj
D00792.obj,Apartment,4981,9550,Triangles,"{'min_bound': [-0.795163, -0.965409, -0.669296], 'max_bound': [1.10354, 0.963376, 0.859246]}","[0.17795217282239542, 0.030040199146326076, 0.08221976268509552]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\D00792.obj
D00859.obj,Apartment,4677,8892,Triangles,"{'min_bound': [-0.824176, -0.692473, -0.33128], 'max_bound': [1.07379, 0.611025, 0.211846]}","[0.13286606702684106, -0.06741755476437, -0.04571071020360136]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\D00859.obj
D00869.obj,Apartment,4847,9189,Triangles,"{'min_bound': [-0.984513, -0.521765, -0.380646], 'max_bound': [0.688383, 0.644962, 0.551785]}","[-0.15464033857525206, 0.086079195912867, 0.17256388950011534]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\D00869.obj
D00921.obj,Apartment,4472,5850,Triangles,"{'min_bound': [-0.850705, -0.487423, -0.558467], 'max_bound': [0.822601, 0.545748, 0.554978]}","[0.14661907517617356, 0.00842141159276136, -0.008688730040607077]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\D00921.obj
D00953.obj,Apartment,4156,7354,Triangles,"{'min_bound': [-0.949201, -0.826799, -0.444887], 'max_bound': [0.665321, 0.896079, 0.51871]}","[-0.16179018617564042, -0.031648669169460485, -0.029067039948239247]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\D00953.obj
m463.obj,Apartment,5199,9984,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.785029, 0.975, 0.574765]}","[0.4050220975480923, 0.2696512833918674, 0.2999938050755465]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\m463.obj
m464.obj,Apartment,4364,6380,Triangles,"{'min_bound': [0.025, 0.032478, 0.025], 'max_bound': [0.347449, 0.97499528, 0.296305]}","[0.18446742743648992, 0.3515494758091163, 0.16083802465249053]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\m464.obj
m465.obj,Apartment,4363,8435,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.21702, 0.975, 0.251523]}","[0.1334911468917317, 0.47363602370910046, 0.12707323841983303]",False,False,False,datasets/dataset_original_resampled_cleaned\Apartment\m465.obj
m53.obj,AquaticAnimal,4583,8397,Triangles,"{'min_bound': [0.025073, 0.02503, 0.02494593], 'max_bound': [0.16365923, 0.34883866, 0.97494]}","[0.10424767797890075, 0.18424804875164613, 0.5559568604514631]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m53.obj
m54.obj,AquaticAnimal,4457,8312,Triangles,"{'min_bound': [0.025139, 0.025, 0.025465], 'max_bound': [0.25500499, 0.37116575, 0.975]}","[0.1538812297373791, 0.18961089655378274, 0.5538932213743997]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m54.obj
m55.obj,AquaticAnimal,4822,8932,Triangles,"{'min_bound': [0.025095, 0.025, 0.025], 'max_bound': [0.181401, 0.38016004, 0.975]}","[0.0889342306269509, 0.20329699720589975, 0.5524313076033173]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m55.obj
m56.obj,AquaticAnimal,5814,10915,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.168956, 0.367452, 0.975]}","[0.09681890965745527, 0.19393467361805541, 0.5575016999637042]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m56.obj
m57.obj,AquaticAnimal,4697,8727,Triangles,"{'min_bound': [0.025, 0.025, 0.02496354], 'max_bound': [0.143963, 0.38951013, 0.97500617]}","[0.08470855098919798, 0.2052830998983008, 0.557046609720138]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m57.obj
m58.obj,AquaticAnimal,5150,10296,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.537049, 0.500211, 0.975]}","[0.28304365566564366, 0.203420214934893, 0.5687719837149674]",True,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m58.obj
m59.obj,AquaticAnimal,5213,209280,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.225, 0.225, 0.975]}","[0.1250124701708154, 0.12490061394230968, 0.483951565993725]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m59.obj
m60.obj,AquaticAnimal,4053,8102,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.348674, 0.407675, 0.975]}","[0.18683653018771632, 0.21472149845247876, 0.5416167221046684]",True,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m60.obj
m61.obj,AquaticAnimal,5424,10421,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.18743, 0.43818462, 0.975]}","[0.10785293777211208, 0.2072748186146183, 0.6076482621233138]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m61.obj
m62.obj,AquaticAnimal,5015,10026,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.131276, 0.749178, 0.975]}","[0.07820499590928544, 0.37736194095911124, 0.5800106377093677]",True,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m62.obj
m63.obj,AquaticAnimal,4773,8868,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.724541, 0.777238]}","[0.4200325622317724, 0.3168879778868357, 0.4042630154546595]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m63.obj
m64.obj,AquaticAnimal,4704,9346,Triangles,"{'min_bound': [0.025, 0.02751088, 0.025], 'max_bound': [0.96591748, 0.54063612, 0.1789]}","[0.4285280437534334, 0.2862994619034041, 0.10196053626369586]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m64.obj
m65.obj,AquaticAnimal,4563,9037,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.399816, 0.60126585, 0.975]}","[0.21244521457931612, 0.30523994514463615, 0.5685564071155041]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m65.obj
m66.obj,AquaticAnimal,4116,8235,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.445705, 0.547553, 0.975]}","[0.24233530411086807, 0.2947572218098045, 0.601123048027403]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m66.obj
m67.obj,AquaticAnimal,4802,9600,Triangles,"{'min_bound': [0.02488226, 0.025, 0.02503786], 'max_bound': [0.97505966, 0.2492657, 0.38880175]}","[0.5093401444755393, 0.1315876282879338, 0.1915000443982394]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m67.obj
m68.obj,AquaticAnimal,5953,11894,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.278519, 0.18743]}","[0.4909921903679994, 0.1459414553037533, 0.10712160802738882]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m68.obj
m69.obj,AquaticAnimal,4570,9024,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.357325, 0.264776, 0.975]}","[0.1909801222659239, 0.10867843228476888, 0.6043567558380847]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m69.obj
m70.obj,AquaticAnimal,4598,8960,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.454415, 0.266076, 0.975]}","[0.2397603003095115, 0.09932126717153784, 0.5299954184799106]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m70.obj
m71.obj,AquaticAnimal,4489,8974,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.32599, 0.371535, 0.975]}","[0.17544893823696994, 0.15613590797742877, 0.515253148955229]",True,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m71.obj
m72.obj,AquaticAnimal,4819,9440,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.456203, 0.262828, 0.975]}","[0.2406287298949612, 0.1030965408482074, 0.5329349105344292]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m72.obj
m73.obj,AquaticAnimal,4524,9056,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.610865, 0.376181]}","[0.5260585120364508, 0.30402281157875455, 0.20001370109626562]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m73.obj
m74.obj,AquaticAnimal,5034,10276,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.35389775, 0.321596, 0.975]}","[0.1855630957920791, 0.1534123366421399, 0.5829384321255824]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m74.obj
m75.obj,AquaticAnimal,4222,8192,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.538384, 0.299311, 0.975]}","[0.281554343674935, 0.10687054170223714, 0.5456552629077157]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m75.obj
m76.obj,AquaticAnimal,5962,11912,Triangles,"{'min_bound': [0.025, 0.02413999, 0.025], 'max_bound': [0.39593708, 0.35319562, 0.975]}","[0.21031573126493644, 0.1837027018414867, 0.5708248325288063]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m76.obj
m77.obj,AquaticAnimal,5706,11278,Triangles,"{'min_bound': [0.02468812, 0.02502144, 0.02526997], 'max_bound': [0.975, 0.407994, 0.611203]}","[0.491025356373353, 0.15005344575648843, 0.3393570749031303]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m77.obj
m78.obj,AquaticAnimal,4354,8589,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.51665, 0.428181]}","[0.46705912028870056, 0.24640182067679905, 0.2642022882754276]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m78.obj
m79.obj,AquaticAnimal,5331,10413,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.256171, 0.300958]}","[0.5283675919757507, 0.09293550146813824, 0.1859932544380607]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m79.obj
m80.obj,AquaticAnimal,4317,8416,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.308883, 0.416001]}","[0.44688556966388393, 0.12043820827372674, 0.19707594845086562]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m80.obj
m81.obj,AquaticAnimal,4051,8199,Triangles,"{'min_bound': [0.02729196, 0.025, 0.0261875], 'max_bound': [0.4145, 0.291, 0.975]}","[0.21642156420925357, 0.11376770020920832, 0.5731964941231344]",False,False,False,datasets/dataset_original_resampled_cleaned\AquaticAnimal\m81.obj
D00031.obj,Bed,4906,9733,Triangles,"{'min_bound': [-0.669666, -0.708463, -0.267503], 'max_bound': [0.930426, 0.726534, 0.312193]}","[0.0410810109701521, 0.0183576962583057, -0.03758395687236658]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00031.obj
D00110.obj,Bed,5089,9884,Triangles,"{'min_bound': [-0.8889, -0.718484, -0.220014], 'max_bound': [0.75223, 0.524562, 0.339705]}","[-0.12121894054134193, -0.09421779673837638, -0.012119084099417345]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00110.obj
D00121.obj,Bed,4442,8740,Triangles,"{'min_bound': [-0.912283, -0.599669, -0.482021], 'max_bound': [0.78579, 0.858504, 0.463209]}","[-0.05159667754211692, 0.13079773565599942, 0.006808729609213702]",True,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00121.obj
D00184.obj,Bed,5077,9947,Triangles,"{'min_bound': [-0.937684, -0.891329, -0.46638407], 'max_bound': [0.750002, 0.664602, 0.341943]}","[-0.09446679964715499, -0.09949133113380271, 0.0848631927415125]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00184.obj
D00210.obj,Bed,5980,11812,Triangles,"{'min_bound': [-0.66788701, -0.53292391, -0.41252943], 'max_bound': [0.81680679, 0.866731, 0.54637202]}","[0.05648562885669305, 0.1461538726374589, 0.017453424521477308]",True,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00210.obj
D00213.obj,Bed,4420,8828,Triangles,"{'min_bound': [-0.955079, -0.36532214, -0.375599], 'max_bound': [0.74747974, 0.50444, 0.275625]}","[-0.06211423026132866, 0.05944194873198804, -0.055173109169601275]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00213.obj
D00217.obj,Bed,5862,11486,Triangles,"{'min_bound': [-0.8426191, -0.54490642, -0.3038], 'max_bound': [0.88159201, 0.411619, 0.422537]}","[0.027154005283824847, -0.07866342597581757, 0.11574412608549191]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00217.obj
D00307.obj,Bed,4614,9345,Triangles,"{'min_bound': [-0.82016499, -0.833938, -0.213808], 'max_bound': [0.991699, 0.872106, 0.392634]}","[0.05591645641811933, 0.004344509419414389, 0.042103564691294164]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00307.obj
D00322.obj,Bed,5222,10356,Triangles,"{'min_bound': [-0.94314, -0.415536, -0.520955], 'max_bound': [0.864001, 0.599245, 0.520602]}","[-0.03936183717655097, 0.09948652773926178, 0.04402823522366159]",True,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00322.obj
D00417.obj,Bed,5997,11986,Triangles,"{'min_bound': [-0.8000895, -0.50933153, -0.37475683], 'max_bound': [0.796046, 0.668083, 0.3024801]}","[-0.029455010370698805, 0.07994205429042672, 0.008752399522996253]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00417.obj
D00538.obj,Bed,5000,9724,Triangles,"{'min_bound': [-0.838246, -0.47922078, -0.325735], 'max_bound': [0.83806777, 0.70275514, 0.41199491]}","[0.001750756934470898, 0.105377602208652, -0.05179002463026645]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00538.obj
D00545.obj,Bed,4519,9217,Triangles,"{'min_bound': [-0.832734, -0.47967, -0.39825], 'max_bound': [0.876784, 0.747412, 0.346334]}","[-0.033554738654666925, 0.1223065061899161, -0.02540801732724054]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00545.obj
D00552.obj,Bed,4452,8587,Triangles,"{'min_bound': [-1.05698, -0.7189455, -0.464456], 'max_bound': [0.489625, 0.71651, 0.23296284]}","[-0.1403668495193354, 0.0288980801689272, -0.03914061864991683]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00552.obj
D00565.obj,Bed,5158,10321,Triangles,"{'min_bound': [-1.07557083, -0.605613, -0.375019], 'max_bound': [0.602982, 0.718594, 0.180431]}","[-0.1932781343875095, 0.0566636470936936, -0.0866472195401451]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00565.obj
D00650.obj,Bed,4707,9360,Triangles,"{'min_bound': [-0.86373298, -0.550605, -0.4215481], 'max_bound': [0.83311835, 0.37746339, 0.28201901]}","[0.009761135409831352, -0.0800742833931153, -0.004281551614075365]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00650.obj
D00735.obj,Bed,4084,7710,Triangles,"{'min_bound': [-0.644923, -0.684425, -0.312594], 'max_bound': [1.11344, 0.73777, 0.476146]}","[0.20540242873869172, 0.036736262747530536, 0.11804904711697928]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00735.obj
D00836.obj,Bed,4466,8939,Triangles,"{'min_bound': [-0.774484, -0.301795, -0.29041652], 'max_bound': [0.906434, 0.499009, 0.503922]}","[-0.097848816508118, 0.09388537641338907, 0.009957499421241526]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00836.obj
D00839.obj,Bed,5633,11202,Triangles,"{'min_bound': [-0.79886622, -0.877287, -0.35191713], 'max_bound': [0.86439441, 0.56977208, 0.290771]}","[-0.03472799669718029, -0.15430363975751293, -0.013686646636217333]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00839.obj
D00969.obj,Bed,4399,8201,Triangles,"{'min_bound': [-0.90706471, -0.928304, -0.46657698], 'max_bound': [0.798208, 0.56973237, 0.37863028]}","[-0.05893826958380711, -0.15243745060557964, -0.10763843806487947]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00969.obj
D00988.obj,Bed,5018,9984,Triangles,"{'min_bound': [-0.867888, -0.726326, -0.517681], 'max_bound': [0.815509, 0.426407, 0.208921]}","[-0.00043837042676870414, -0.15712363115684277, -0.16349069542253922]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\D00988.obj
m945.obj,Bed,5746,11009,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.740004, 0.813378, 0.975]}","[0.38320284991160425, 0.29426676953153263, 0.43795209656633227]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\m945.obj
m946.obj,Bed,5723,10560,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.494149, 0.494147, 0.975]}","[0.25958218273834366, 0.246418285423484, 0.49998042457278136]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\m946.obj
m947.obj,Bed,5601,11264,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.721994, 0.445454, 0.975]}","[0.3735237375033867, 0.18375595195553907, 0.4813419283425498]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\m947.obj
m948.obj,Bed,4597,9038,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.975, 0.893382, 0.961408]}","[0.49957001531498707, 0.2238527195280873, 0.44301649921362085]",True,False,False,datasets/dataset_original_resampled_cleaned\Bed\m948.obj
m949.obj,Bed,5387,10750,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.956207, 0.975, 0.489954]}","[0.48238313711989605, 0.31263112763936873, 0.256773041663085]",True,False,False,datasets/dataset_original_resampled_cleaned\Bed\m949.obj
m950.obj,Bed,4259,8190,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.769384, 0.88922706, 0.975]}","[0.3972442167241087, 0.2603371828814213, 0.4644932699637871]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\m950.obj
m951.obj,Bed,4947,9376,Triangles,"{'min_bound': [0.025, 0.025, 0.025], 'max_bound': [0.797947, 0.536752, 0.975]}","[0.4119643306478019, 0.2604825831542547, 0.4198034753846748]",False,False,False,datasets/dataset_original_resampled_cleaned\Bed\m951.obj
D00016.obj,Bicycle,5374,10063,Triangles,"{'min_bound': [-0.914299, -0.44062, -0.177578], 'max_bound': [0.959955, 0.8171955, 0.174191]}","[0.04828658418564834, 0.16879527835501312, -0.0012128636743346105]",False,False,False,datasets/dataset_original_resampled_cleaned\Bicycle\D00016.obj
D00033.obj,Bicycle,5858,12068,Triangles,"{'min_bound': [-1.0652, -0.389308, -0.281626], 'max_bound': [0.878724, 0.704617, 0.310015]}","[-0.08006107863637614, 0.1546228978447085, 0.009199410392381209]",False,False,False,datasets/dataset_original_resampled_cleaned\Bicycle\D00033.obj
